"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","19860","19446","147","267"
"2","Chengalpattu","234208","229719","1836","2653"
"3","Chennai","748086","734905","4129","9052"
"4","Coimbatore","328374","322125","3640","2609"
"5","Cuddalore","74086","72775","418","893"
"6","Dharmapuri","36084","35566","235","283"
"7","Dindigul","37419","36590","165","664"
"8","Erode","132267","130261","1272","734"
"9","Kallakurichi","36482","36082","185","215"
"10","Kancheepuram","94116","92250","564","1302"
"11","Kanyakumari","85992","83934","974","1084"
"12","Karur","29675","29063","240","372"
"13","Krishnagiri","59475","58627","478","370"
"14","Madurai","90904","89425","245","1234"
"15","Mayiladuthurai","26468","26092","48","328"
"16","Nagapattinam","25386","24780","233","373"
"17","Namakkal","67779","66551","695","533"
"18","Nilgiris","41760","41116","419","225"
"19","Perambalur","14440","14129","62","249"
"20","Pudukottai","34394","33762","206","426"
"21","Ramanathapuram","24625","24136","123","366"
"22","Ranipet","53849","52794","268","787"
"23","Salem","127023","124082","1181","1760"
"24","Sivagangai","23704","23280","205","219"
"25","Tenkasi","32705","32162","53","490"
"26","Thanjavur","91951","90300","614","1037"
"27","Theni","50569","49856","181","532"
"28","Thirupathur","35698","34954","111","633"
"29","Thiruvallur","147007","144003","1070","1934"
"30","Thiruvannamalai","66674","65577","413","684"
"31","Thiruvarur","47906","47021","414","471"
"32","Thoothukudi","64862","64241","176","445"
"33","Tirunelveli","62667","61895","327","445"
"34","Tiruppur","129545","127455","1040","1050"
"35","Trichy","94663","92696","808","1159"
"36","Vellore","57105","55780","163","1162"
"37","Villupuram","54474","53887","221","366"
"38","Virudhunagar","56728","55968","206","554"
"39","Airport Surveillance 
(International)","1241","1233","7","1"
"40","Airport Surveillance 
(Domestic)","1104","1103","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","34,41,783","33,80,049","23,772","37,962"
