"Districts","No. of Positive 
Cases Since 
01.01.2022","No. of Positive Cases 
Treated/ Cured Since 
01.01.2022","Active Cases in the 
District","Deaths Since 
01.01.2022","Migrated Positive 
Cases Since 
01.01.2022"
"Almora","4909","4472","0","4","433"
"Bageshwar","2161","2056","0","0","105"
"Chamoli","3370","3234","2","3","131"
"Champawat","1994","1964","1","2","27"
"Dehradun","38955","38247","28","210","470"
"Haridwar","14090","13803","10","32","245"
"Nainital","13490","13395","7","33","55"
"Pauri Garhwal","5596","4537","0","21","1038"
"Pithoragarh","2758","2597","3","4","154"
"Rudraprayag","3061","2917","1","2","141"
"Tehri Garhwal","2625","2161","1","8","455"
"U.S. Nagar","9337","8980","3","8","346"
"Uttarkashi","1924","1728","2","6","188"
"Total","104270","100091","58","333","3788"
