TT|2022-04-06 07:55:09.784703|GetSource|ERR|File Not Found
TT|2022-04-06 09:55:10.082788|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-04-06 09:55:27.378156|ExtractFromHTML|OK|COMPLETED
TT|2022-04-06 11:55:10.176274|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-04-06 11:55:28.947119|ExtractFromHTML|OK|COMPLETED
TT|2022-04-06 19:55:16.196879|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-04-06 19:55:35.761946|ExtractFromHTML|OK|COMPLETED
TT|2022-04-06 20:55:16.552732|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-04-06 20:55:39.204413|ExtractFromHTML|OK|COMPLETED
TT|2022-04-06 21:55:17.458719|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-04-06 21:55:41.523602|ExtractFromHTML|OK|COMPLETED
TT|2022-04-06 22:33:17.732508|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-04-06 22:33:39.018410|ExtractFromHTML|OK|COMPLETED
TT|2022-04-06 22:55:10.090301|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-04-06 22:55:30.133737|ExtractFromHTML|OK|COMPLETED
