"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
Persons 
Hospitalized"
"East Garo Hills","0","0","0","2081","20","1","0"
"East Jaintia Hills","0","0","0","2675","39","4","0"
"East Khasi Hills","10","11","0","47818","1078","35","22"
"Eastern West Khasi Hills","0","1","0","160","9","3","0"
"North Garo Hills","0","0","0","1918","10","0","0"
"Ri-Bhoi","1","3","0","10557","101","11","0"
"South Garo Hills","1","0","0","1439","16","6","3"
"South West Garo Hills","2","3","0","2252","21","6","0"
"South West Khasi Hills","0","0","0","2717","20","1","0"
"West Garo Hills","2","3","0","11782","84","28","3"
"West Jaintia Hills","0","3","0","7321","141","8","2"
"West Khasi Hills","0","0","0","5670","78","0","0"
"Total","16","24","0","96390","1617","103","30"
