"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
persons 
hospitalised"
"East Garo Hills","0","2","0","2046","17","1","0"
"East Jaintia Hills","2","0","0","2613","37","7","0"
"East Khasi Hills","4","3","0","47050","1074","13","7"
"Eastern West Khasi Hills","0","0","0","140","8","0","0"
"North Garo Hills","0","0","0","1879","9","1","0"
"Ri-Bhoi","0","0","0","10301","97","7","1"
"South Garo Hills","0","0","0","1343","13","3","1"
"South West Garo Hills","1","1","0","2090","20","1","0"
"South West Khasi Hills","1","0","0","2697","20","3","0"
"West Garo Hills","2","9","0","10715","80","9","1"
"West Jaintia Hills","2","3","0","7182","139","9","0"
"West Khasi Hills","2","0","0","5646","76","6","0"
"Total","14","18","0","93702","1590","60","10"
