"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
persons 
hospitalised"
"East Garo Hills","0","0","0","2049","17","0","0"
"East Jaintia Hills","0","0","0","2626","38","1","0"
"East Khasi Hills","6","0","0","47093","1075","8","1"
"Eastern West Khasi Hills","0","0","0","141","8","0","0"
"North Garo Hills","0","0","0","1881","9","0","0"
"Ri-Bhoi","0","5","0","10322","98","3","1"
"South Garo Hills","0","0","0","1343","13","0","0"
"South West Garo Hills","0","0","0","2094","20","0","0"
"South West Khasi Hills","0","0","0","2698","20","0","0"
"West Garo Hills","0","0","0","10725","80","1","0"
"West Jaintia Hills","0","0","0","7192","139","0","0"
"West Khasi Hills","0","0","0","5654","76","0","0"
"Total","6","5","0","93818","1593","13","2"
