"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","17885","16903","717","265"
"2","Chengalpattu","208097","187710","17813","2574"
"3","Chennai","683016","613530","60698","8788"
"4","Coimbatore","279225","258447","18236","2542"
"5","Cuddalore","68643","64934","2831","878"
"6","Dharmapuri","31173","29371","1521","281"
"7","Dindigul","34571","33177","740","654"
"8","Erode","115031","109361","4949","721"
"9","Kallakurichi","33446","32091","1145","210"
"10","Kancheepuram","85975","79333","5361","1281"
"11","Kanyakumari","72366","64777","6519","1070"
"12","Karur","26333","25014","951","368"
"13","Krishnagiri","48905","45170","3373","362"
"14","Madurai","83981","77929","4854","1198"
"15","Mayiladuthurai","24563","23471","771","321"
"16","Nagapattinam","22577","21380","835","362"
"17","Namakkal","58165","55239","2402","524"
"18","Nilgiris","37216","35207","1787","222"
"19","Perambalur","13376","12448","681","247"
"20","Pudukottai","31474","30266","787","421"
"21","Ramanathapuram","22479","21004","1113","362"
"22","Ranipet","47965","44670","2512","783"
"23","Salem","109487","103019","4735","1733"
"24","Sivagangai","21772","20872","687","213"
"25","Tenkasi","28888","27501","900","487"
"26","Thanjavur","81491","76959","3519","1013"
"27","Theni","46250","43750","1976","524"
"28","Thirupathur","31928","29747","1553","628"
"29","Thiruvallur","136294","126279","8124","1891"
"30","Thiruvannamalai","59761","56194","2890","677"
"31","Thiruvarur","43748","42094","1190","464"
"32","Thoothukudi","60914","58305","2183","426"
"33","Tirunelveli","55812","51629","3743","440"
"34","Tiruppur","106127","100249","4844","1034"
"35","Trichy","85735","80772","3847","1116"
"36","Vellore","55210","52046","2012","1152"
"37","Villupuram","48810","46757","1693","360"
"38","Virudhunagar","51237","47852","2834","551"
"39","Airport Surveillance 
(International)","1208","1180","27","1"
"40","Airport Surveillance 
(Domestic)","1104","1098","5","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","30,72,666","28,48,163","1,87,358","37,145"
