"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
persons 
hospitalised"
"East Garo Hills","0","0","0","2052","18","1","0"
"East Jaintia Hills","0","0","0","2628","38","1","0"
"East Khasi Hills","9","14","0","47280","1075","55","8"
"Eastern West Khasi Hills","0","0","0","142","8","0","0"
"North Garo Hills","2","0","0","1883","9","2","0"
"Ri-Bhoi","0","1","0","10379","99","19","3"
"South Garo Hills","0","0","0","1344","13","1","0"
"South West Garo Hills","1","0","0","2097","20","2","0"
"South West Khasi Hills","0","0","0","2701","20","0","0"
"West Garo Hills","20","6","0","10839","80","55","2"
"West Jaintia Hills","0","1","0","7199","139","5","0"
"West Khasi Hills","0","0","0","5655","76","0","0"
"Total","32","22","0","94199","1595","141","13"
