"Sr 
No","Name of District","Positive Cases Today","No of Active Cases","Cumulative Positive Cases","Cumulative     
Recovered/ 
Discharged Cases","Recovery Rate (%)","No. of Deaths","COVID-19, Vaccination Status  
(NHM, Haryana)*","","",""
"","","","","","","","","Coverage of Vaccination  
on 17-03-2022","","","Cumulative Coverage of 
Vaccination"
"","","","","","","","","Dose 1st","Dose 2nd","Precaution 
Dose",""
"1","Gurugram","10","328","260352","259018[36]","99.49","1006","189","636","170","5007332"
"2","Faridabad","7","59","127001","126203[8]","99.37","739","488","689","127","3818418"
"3","Hisar","5","15","62000","60814[7]","98.09","1171","253","485","138","2255500"
"4","Sonepat","0","14","58526","58236[17]","99.50","276","71","195","34","2206017"
"5","Karnal","1","7","48163","47560[2]","98.75","596","435","362","59","2277437"
"6","Panipat","0","7","36058","35380","98.12","671","494","454","22","1966930"
"7","Panchkula","1","14","44120","43692[9]","99.03","414","53","128","40","1062661"
"8","Ambala","1","11","40758","40205[3]","98.64","542","202","851","81","2031515"
"9","Sirsa","0","8","33367","32821[1]","98.36","538","633","605","31","1876059"
"10","Rohtak","1","8","31818","31259[2]","98.24","534","346","563","19","1627219"
"11","Yamunanagar","4","10","30629","30164[6]","98.48","455","254","633","39","1849711"
"12","Bhiwani","1","27","26474","25783","97.39","664","53","373","7","1699191"
"13","Kurukshetra","0","1","26821","26423","98.52","397","148","406","74","1450069"
"14","Mahindergarh","0","6","24750","24579[1]","99.31","165","148","99","18","1332156"
"15","Jind","0","5","24344","23797","97.75","542","282","989","18","1638204"
"16","Rewari","0","0","24589","24365","99.09","224","26","309","11","1501713"
"17","Jhajjar","0","0","23425","23069","98.48","350","139","304","21","1522199"
"18","Fatehabad","0","1","20052","19553[1]","97.51","498","171","147","5","1173963"
"19","Kaithal","0","5","14223","13848[5]","97.36","370","557","1734","25","1673251"
"20","Palwal","1","12","13470","13298[1]","98.72","160[1]","197","304","7","1461410"
"21","Charkhi Dadri","0","0","7419","7274","98.05","145","20","124","28","839026"
"22","Nuh","0","10","6098","5950","97.57","138","74","163","0","1213197"
"Haryana","","68","548","984457","973291[99]","98.87","10595[1]","5233","10553","974","41483178"
