"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","20252","19968","17","267"
"2","Chengalpattu","252725","249666","399","2660"
"3","Chennai","790707","779285","2352","9070"
"4","Coimbatore","340460","337504","338","2618"
"5","Cuddalore","75844","74866","82","896"
"6","Dharmapuri","36835","36527","25","283"
"7","Dindigul","39060","38305","90","665"
"8","Erode","136310","135400","176","734"
"9","Kallakurichi","36937","36717","5","215"
"10","Kancheepuram","98133","96787","43","1303"
"11","Kanyakumari","90081","88777","218","1086"
"12","Karur","30264","29866","26","372"
"13","Krishnagiri","62302","61751","179","372"
"14","Madurai","93129","91823","70","1236"
"15","Mayiladuthurai","27400","27014","56","330"
"16","Nagapattinam","26003","25604","24","375"
"17","Namakkal","69749","69158","57","534"
"18","Nilgiris","42874","42605","43","226"
"19","Perambalur","14919","14635","35","249"
"20","Pudukottai","35253","34796","31","426"
"21","Ramanathapuram","25004","24620","15","369"
"22","Ranipet","56516","55666","63","787"
"23","Salem","131627","129713","150","1764"
"24","Sivagangai","25136","24868","49","219"
"25","Tenkasi","33931","33391","50","490"
"26","Thanjavur","93534","92441","52","1041"
"27","Theni","51847","51297","17","533"
"28","Thirupathur","36088","35447","8","633"
"29","Thiruvallur","153387","151360","85","1942"
"30","Thiruvannamalai","68365","67647","33","685"
"31","Thiruvarur","48973","48486","14","473"
"32","Thoothukudi","67267","66746","73","448"
"33","Tirunelveli","66032","65471","116","445"
"34","Tiruppur","132134","130980","101","1053"
"35","Trichy","98083","96828","94","1161"
"36","Vellore","58113","56912","38","1163"
"37","Villupuram","56330","55906","57","367"
"38","Virudhunagar","59509","58823","131","555"
"39","Airport Surveillance 
(International)","1395","1391","3","1"
"40","Airport Surveillance 
(Domestic)","1166","1165","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,84,102","35,40,640","5,415","38,047"
