"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","16890","16595","34","261"
"2","Chengalpattu","172698","169361","821","2516"
"3","Chennai","556045","546270","1205","8570"
"4","Coimbatore","248042","244475","1134","2433"
"5","Cuddalore","64260","63227","163","870"
"6","Dharmapuri","28605","28160","168","277"
"7","Dindigul","33148","32445","54","649"
"8","Erode","105075","103600","783","692"
"9","Kallakurichi","31472","31145","117","210"
"10","Kancheepuram","75266","73712","293","1261"
"11","Kanyakumari","62580","61321","209","1050"
"12","Karur","24328","23741","227","360"
"13","Krishnagiri","43712","43220","142","350"
"14","Madurai","75344","74035","131","1178"
"15","Mayiladuthurai","23321","22969","36","316"
"16","Nagapattinam","21187","20728","107","352"
"17","Namakkal","52742","51770","469","503"
"18","Nilgiris","33775","33365","197","213"
"19","Perambalur","12089","11823","22","244"
"20","Pudukottai","30258","29763","78","417"
"21","Ramanathapuram","20591","20210","22","359"
"22","Ranipet","43498","42666","57","775"
"23","Salem","100532","98265","578","1689"
"24","Sivagangai","20301","19988","105","208"
"25","Tenkasi","27378","26865","28","485"
"26","Thanjavur","75738","74375","380","983"
"27","Theni","43590","43048","21","521"
"28","Thirupathur","29353","28675","52","626"
"29","Thiruvallur","119752","117567","342","1843"
"30","Thiruvannamalai","55083","54300","115","668"
"31","Thiruvarur","41677","41016","211","450"
"32","Thoothukudi","56414","55904","101","409"
"33","Tirunelveli","49508","48946","129","433"
"34","Tiruppur","96157","94510","662","985"
"35","Trichy","77949","76517","368","1064"
"36","Vellore","50013","48707","173","1133"
"37","Villupuram","45951","45501","94","356"
"38","Virudhunagar","46352","45745","59","548"
"39","Airport Surveillance 
(International)","1029","1025","3","1"
"40","Airport Surveillance 
(Domestic)","1085","1084","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","27,13,216","26,67,067","9,890","36,259"
