"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","17018","16693","60","265"
"2","Chengalpattu","183349","173314","7480","2555"
"3","Chennai","594844","555321","30843","8680"
"4","Coimbatore","256553","251132","2895","2526"
"5","Cuddalore","64975","63761","338","876"
"6","Dharmapuri","29206","28752","173","281"
"7","Dindigul","33481","32722","107","652"
"8","Erode","108490","107151","627","712"
"9","Kallakurichi","31882","31423","249","210"
"10","Kancheepuram","78143","75099","1773","1271"
"11","Kanyakumari","64164","62164","937","1063"
"12","Karur","25133","24641","126","366"
"13","Krishnagiri","44585","43783","440","362"
"14","Madurai","77024","74558","1277","1189"
"15","Mayiladuthurai","23538","23133","84","321"
"16","Nagapattinam","21572","21072","138","362"
"17","Namakkal","54973","54117","336","520"
"18","Nilgiris","34765","34248","297","220"
"19","Perambalur","12384","11928","211","245"
"20","Pudukottai","30470","29969","80","421"
"21","Ramanathapuram","20959","20353","247","359"
"22","Ranipet","44592","42981","832","779"
"23","Salem","103332","100839","761","1732"
"24","Sivagangai","20758","20316","229","213"
"25","Tenkasi","27590","26953","151","486"
"26","Thanjavur","77053","75484","560","1009"
"27","Theni","43807","43110","173","524"
"28","Thirupathur","29766","28861","278","627"
"29","Thiruvallur","124734","119192","3676","1866"
"30","Thiruvannamalai","55885","54753","459","673"
"31","Thiruvarur","42230","41591","176","463"
"32","Thoothukudi","57738","56319","1005","414"
"33","Tirunelveli","50469","49444","588","437"
"34","Tiruppur","99818","97722","1068","1028"
"35","Trichy","80215","77831","1280","1104"
"36","Vellore","52129","49460","1523","1146"
"37","Villupuram","46599","45810","431","358"
"38","Virudhunagar","47340","45991","800","549"
"39","Airport Surveillance 
(International)","1184","1134","49","1"
"40","Airport Surveillance 
(Domestic)","1101","1090","10","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","28,14,276","27,14,643","62,767","36,866"
