"Sr 
No","Name of District","Positive Cases Today","No of Active Cases","Cumulative Positive Cases","Cumulative     
Recovered/ 
Discharged Cases","Recovery Rate (%)","No. of Deaths","COVID-19, Vaccination Status  
(NHM, Haryana)*","","",""
"","","","","","","","","Coverage of Vaccination  
on 22-03-2022","","","Cumulative Coverage of 
Vaccination"
"","","","","","","","","Dose 1st","Dose 2nd","Precaution 
Dose",""
"1","Gurugram","57","240","260537","259291[51]","99.52","1006","4590","1519","360","5025482"
"2","Faridabad","4","40","127013","126234[5]","99.39","739","4161","1358","246","3833104"
"3","Hisar","3","8","62007","60828[3]","98.10","1171","2652","1228","52","2263770"
"4","Sonepat","2","5","58531","58250[1]","99.52","276","1428","800","83","2212108"
"5","Karnal","1","6","48165","47563","98.75","596","3261","663","78","2286967"
"6","Panipat","0","5","36058","35382","98.13","671","2888","723","32","1975290"
"7","Panchkula","1","7","44126","43705[1]","99.05","414","441","214","105","1064392"
"8","Ambala","0","3","40758","40213[1]","98.66","542","1097","848","127","2037249"
"9","Sirsa","0","3","33370","32828","98.38","539[1]","1600","822","25","1881927"
"10","Rohtak","0","5","31819","31263[1]","98.25","534","2298","782","73","1634976"
"11","Yamunanagar","3","6","30638","30177[4]","98.50","455","1742","597","94","1855502"
"12","Bhiwani","0","4","26476","25807[2]","97.47","665","1264","854","35","1703358"
"13","Kurukshetra","1","1","26822","26424","98.52","397","1594","869","101","1455476"
"14","Mahindergarh","0","3","24752","24584","99.32","165","1041","391","78","1335905"
"15","Jind","1","3","24347","23802[2]","97.76","542","1089","1287","37","1643629"
"16","Rewari","0","0","24589","24365","99.09","224","2789","579","74","1509869"
"17","Jhajjar","1","0","23426","23070[1]","98.48","350","1059","465","30","1526214"
"18","Fatehabad","2","2","20054","19554","97.51","498","1321","288","7","1176790"
"19","Kaithal","0","0","14223","13853[1]","97.40","370","1002","1126","13","1679922"
"20","Palwal","0","7","13470","13300","98.74","163[1]","2439","613","24","1470032"
"21","Charkhi Dadri","0","2","7421","7274","98.02","145","1899","129","12","843763"
"22","Nuh","2","11","6101","5952[1]","97.56","138","214","238","10","1214079"
"Haryana","","78","361","984703","973719[74]","98.88","10600[1]","41869","16393","1696","41629804"
