"COVID-19 DISTRICT WISE STATUS, MEGHALAYA","","","","","","",""
"District Name","Active 
Cases","New 
Cases","New 
Recoveries","New 
Deaths","Total Cases","Total 
Recoveries","Total 
Deaths"
"East Garo Hills","8","1","0","0","1914","1892","14"
"East Jaintia Hills","3","0","0","0","2446","2411","32"
"East Khasi Hills","96","9","25","0","41884","40784","1004"
"North Garo Hills","0","0","0","0","1685","1677","8"
"Ri-Bhoi","4","0","0","0","9736","9642","90"
"South Garo Hills","0","0","0","0","1218","1206","12"
"South West Garo Hills","0","0","0","0","1873","1855","18"
"South West Khasi Hills","1","0","0","0","2550","2532","17"
"West Garo Hills","9","1","0","0","9088","9006","73"
"West Jaintia Hills","2","1","0","0","6824","6686","136"
"West Khasi Hills","3","0","1","0","5520","5443","74"
"Total","126","12","26","0","84738","83134","1478"
