Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForState,cumulativeOtherNumberForDistrict
2022-08-28,HP,Bilaspur,2022-08-28 17:00:00+05:30,https://twitter.com/nhm_hp,,19823,97,19616,,2022-08-28 19:55:39.993868,2022-08-28 17:00:00+05:30,https://twitter.com/nhm_hp,,310643,4179,305105,,20,1
2022-08-28,HP,Chamba,2022-08-28 17:00:00+05:30,https://twitter.com/nhm_hp,,18138,179,17920,,2022-08-28 19:55:39.993890,2022-08-28 17:00:00+05:30,https://twitter.com/nhm_hp,,310643,4179,305105,,20,2
2022-08-28,HP,Hamirpur,2022-08-28 17:00:00+05:30,https://twitter.com/nhm_hp,,25553,332,25106,,2022-08-28 19:55:39.993892,2022-08-28 17:00:00+05:30,https://twitter.com/nhm_hp,,310643,4179,305105,,20,1
2022-08-28,HP,Kangra,2022-08-28 17:00:00+05:30,https://twitter.com/nhm_hp,,70177,1264,68579,,2022-08-28 19:55:39.993893,2022-08-28 17:00:00+05:30,https://twitter.com/nhm_hp,,310643,4179,305105,,20,7
2022-08-28,HP,Kinnaur,2022-08-28 17:00:00+05:30,https://twitter.com/nhm_hp,,5040,41,4953,,2022-08-28 19:55:39.993894,2022-08-28 17:00:00+05:30,https://twitter.com/nhm_hp,,310643,4179,305105,,20,1
2022-08-28,HP,Kullu,2022-08-28 17:00:00+05:30,https://twitter.com/nhm_hp,,13168,163,12935,,2022-08-28 19:55:39.993896,2022-08-28 17:00:00+05:30,https://twitter.com/nhm_hp,,310643,4179,305105,,20,2
2022-08-28,HP,Lahaul and Spiti,2022-08-28 17:00:00+05:30,https://twitter.com/nhm_hp,,3488,18,3442,,2022-08-28 19:55:39.993898,2022-08-28 17:00:00+05:30,https://twitter.com/nhm_hp,,310643,4179,305105,,20,1
2022-08-28,HP,Mandi,2022-08-28 17:00:00+05:30,https://twitter.com/nhm_hp,,42796,512,42105,,2022-08-28 19:55:39.993899,2022-08-28 17:00:00+05:30,https://twitter.com/nhm_hp,,310643,4179,305105,,20,7
2022-08-28,HP,Shimla,2022-08-28 17:00:00+05:30,https://twitter.com/nhm_hp,,39686,727,38768,,2022-08-28 19:55:39.993901,2022-08-28 17:00:00+05:30,https://twitter.com/nhm_hp,,310643,4179,305105,,20,1
2022-08-28,HP,Sirmaur,2022-08-28 17:00:00+05:30,https://twitter.com/nhm_hp,,21123,226,20792,,2022-08-28 19:55:39.993904,2022-08-28 17:00:00+05:30,https://twitter.com/nhm_hp,,310643,4179,305105,,20,2
2022-08-28,HP,Solan,2022-08-28 17:00:00+05:30,https://twitter.com/nhm_hp,,31878,337,31453,,2022-08-28 19:55:39.993905,2022-08-28 17:00:00+05:30,https://twitter.com/nhm_hp,,310643,4179,305105,,20,1
2022-08-28,HP,Una,2022-08-28 17:00:00+05:30,https://twitter.com/nhm_hp,,19773,283,19436,,2022-08-28 19:55:39.993906,2022-08-28 17:00:00+05:30,https://twitter.com/nhm_hp,,310643,4179,305105,,20,7
