,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForDistrict,cumulativeOtherNumberForState
0,2022-06-18,RJ,Ajmer,,,,49842.0,447.0,49354.0,791681,2022-06-19T12:11:57.408377+05:30,,,,,,,,0,0
1,2022-06-18,RJ,Alwar,,,,84790.0,321.0,84409.0,1619453,2022-06-19T12:11:57.408377+05:30,,,,,,,,0,0
2,2022-06-18,RJ,Banswara,,,,14771.0,106.0,14665.0,320811,2022-06-19T12:11:57.408377+05:30,,,,,,,,0,0
3,2022-06-18,RJ,Baran,,,,15309.0,64.0,15242.0,239874,2022-06-19T12:11:57.408377+05:30,,,,,,,,0,0
4,2022-06-18,RJ,Barmer,,,,21455.0,205.0,21250.0,404661,2022-06-19T12:11:57.408377+05:30,,,,,,,,0,0
5,2022-06-18,RJ,Bharatpur,,,,31451.0,272.0,31179.0,476314,2022-06-19T12:11:57.408377+05:30,,,,,,,,0,0
6,2022-06-18,RJ,Bhilwara,,,,38202.0,162.0,38033.0,508644,2022-06-19T12:11:57.408377+05:30,,,,,,,,0,0
7,2022-06-18,RJ,Bikaner,,,,50062.0,587.0,49418.0,750681,2022-06-19T12:11:57.408377+05:30,,,,,,,,0,0
8,2022-06-18,RJ,Bundi,,,,9715.0,55.0,9660.0,236045,2022-06-19T12:11:57.408377+05:30,,,,,,,,0,0
9,2022-06-18,RJ,Chittorgarh,,,,29408.0,140.0,29256.0,453290,2022-06-19T12:11:57.408377+05:30,,,,,,,,0,0
10,2022-06-18,RJ,Churu,,,,20899.0,115.0,20760.0,436197,2022-06-19T12:11:57.408377+05:30,,,,,,,,0,0
11,2022-06-18,RJ,Dausa,,,,15859.0,81.0,15757.0,295012,2022-06-19T12:11:57.408377+05:30,,,,,,,,0,0
12,2022-06-18,RJ,Dholpur,,,,13966.0,49.0,13916.0,287702,2022-06-19T12:11:57.408377+05:30,,,,,,,,0,0
13,2022-06-18,RJ,Dungarpur,,,,25499.0,134.0,25364.0,327935,2022-06-19T12:11:57.408377+05:30,,,,,,,,0,0
14,2022-06-18,RJ,Ganganagar,,,,28159.0,158.0,27995.0,423106,2022-06-19T12:11:57.408377+05:30,,,,,,,,0,0
15,2022-06-18,RJ,Hanumangarh,,,,22522.0,114.0,22405.0,489035,2022-06-19T12:11:57.408377+05:30,,,,,,,,0,0
16,2022-06-18,RJ,Jaipur,,,,276699.0,2113.0,274269.0,3452574,2022-06-19T12:11:57.408377+05:30,,,,,,,,0,0
17,2022-06-18,RJ,Jaisalmer,,,,17036.0,68.0,16968.0,242682,2022-06-19T12:11:57.408377+05:30,,,,,,,,0,0
18,2022-06-18,RJ,Jalore,,,,10552.0,78.0,10473.0,446400,2022-06-19T12:11:57.408377+05:30,,,,,,,,0,0
19,2022-06-18,RJ,Jhalawar,,,,17757.0,207.0,17543.0,406667,2022-06-19T12:11:57.408377+05:30,,,,,,,,0,0
20,2022-06-18,RJ,Jhunjhunu,,,,19160.0,181.0,18978.0,493396,2022-06-19T12:11:57.408377+05:30,,,,,,,,0,0
21,2022-06-18,RJ,Jodhpur,,,,141202.0,1164.0,140004.0,1428051,2022-06-19T12:11:57.408377+05:30,,,,,,,,0,0
22,2022-06-18,RJ,Karauli,,,,8968.0,84.0,8884.0,241366,2022-06-19T12:11:57.408377+05:30,,,,,,,,0,0
23,2022-06-18,RJ,Kota,,,,70126.0,477.0,69646.0,1128940,2022-06-19T12:11:57.408377+05:30,,,,,,,,0,0
24,2022-06-18,RJ,Nagaur,,,,23707.0,200.0,23485.0,648756,2022-06-19T12:11:57.408377+05:30,,,,,,,,0,0
25,2022-06-18,RJ,Pali,,,,35853.0,298.0,35555.0,462319,2022-06-19T12:11:57.408377+05:30,,,,,,,,0,0
26,2022-06-18,RJ,Pratapgarh,,,,11876.0,65.0,11810.0,277790,2022-06-19T12:11:57.408377+05:30,,,,,,,,0,0
27,2022-06-18,RJ,Rajsamand,,,,23036.0,178.0,22856.0,301833,2022-06-19T12:11:57.408377+05:30,,,,,,,,0,0
28,2022-06-18,RJ,Sawai Madhopur,,,,15821.0,66.0,15753.0,278231,2022-06-19T12:11:57.408377+05:30,,,,,,,,0,0
29,2022-06-18,RJ,Sikar,,,,38105.0,368.0,37729.0,,2022-06-19T12:11:57.408377+05:30,,,,,,,,0,0
30,2022-06-18,RJ,Sirohi,,,,17231.0,88.0,17139.0,511855,2022-06-19T12:11:57.408377+05:30,,,,,,,,0,0
31,2022-06-18,RJ,Tonk,,,,13313.0,102.0,13207.0,319858,2022-06-19T12:11:57.408377+05:30,,,,,,,,0,0
32,2022-06-18,RJ,Udaipur,,,,74365.0,775.0,73563.0,331408,2022-06-19T12:11:57.408377+05:30,,,,,,,,0,0
33,2022-06-18,RJ,Other State,,,,337.0,39.0,298.0,914959,2022-06-19T12:11:57.408377+05:30,,,,,,,,0,0
