"Districts","No. of Positive 
Cases Since 
01.01.2022","No. of Positive Cases 
Treated/ Cured Since 
01.01.2022","Active Cases in the 
District","Deaths Since 
01.01.2022","Migrated Positive 
Cases Since 
01.01.2022"
"Almora","4728","4239","70","4","415"
"Bageshwar","2132","2010","23","0","99"
"Chamoli","3284","3151","21","3","109"
"Champawat","1964","1912","29","1","22"
"Dehradun","36788","35212","974","189","413"
"Haridwar","13714","13275","174","27","238"
"Nainital","12231","11897","249","30","55"
"Pauri Garhwal","5407","4362","53","19","973"
"Pithoragarh","2610","2451","11","4","144"
"Rudraprayag","2821","2621","65","2","133"
"Tehri Garhwal","2540","2079","20","7","434"
"U.S. Nagar","9052","8708","35","6","303"
"Uttarkashi","1821","1611","24","6","180"
"Total","99092","93528","1748","298","3518"
