"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","46","40","67423","14","4728","72145","5"
"Bageshwar","114","107","37325","8","2132","39453","13"
"Chamoli","46","23","50570","4","3284","53852","4"
"Champawat","190","374","63832","14","1964","65793","20"
"Dehradun","861","536","397075","130","36788","433728","63"
"Haridwar","228","270","317636","25","13714","331320","33"
"Nainital","235","207","98837","42","12231","110998","31"
"Pauri Garhwal","213","217","102592","12","5407","107992","28"
"Pithoragarh","26","4","43737","5","2610","46335","1"
"Rudraprayag","148","291","29162","45","2821","31983","14"
"Tehri Garhwal","244","208","42989","9","2540","45522","36"
"US Nagar","566","188","146179","1","9052","155207","53"
"Uttarkashi","81","1","45617","1","1821","47436","6"
"Total","2998","2466","1442974","310","99092","1541764","307"
