District,Recovered,Deceased,Active
लखनऊ,285209,2678,4513
झ सी,41596,670,1944
गौतम बिु नगर,94256,487,1623
िाराणसी,95316,984,1083
लखीमपरु-खीरी,28161,298,1016
प्रय गर ज,85540,1099,964
गाज़ियाबाद,82354,473,912
र य बरेली,19957,345,668
मरेठ,87022,928,633
गोरखपरु,64800,860,625
कानपरु नगर,90310,1921,560
श हजह परु,23332,446,544
बरेली,49289,377,482
आगरा,34720,464,476
सीत परु,14819,187,438
बलुदंशहर,25613,249,436
ज लौन,13085,205,413
हरदोई,16296,362,374
लललतपरु,13927,130,368
लसद्ध र् नगर,10937,102,364
ब र बकी,22870,226,361
पीलीभीत,12122,202,359
बद य,17298,101,331
उन्न व,16255,256,321
आजमगढ़,18943,234,319
मजुफ्फरनगर,37847,276,311
गाजीपरु,23436,290,272
जौनपरु,23817,243,272
बबजनौर,17895,135,270
कन्नौज,10271,119,264
बहर इच,12920,178,254
देवररय,21866,227,239
मरुादाबाद,45703,365,237
सहारनपरु,37999,425,236
अलीगढ,25080,113,232
ब द,11659,163,230
फतहेपरु,7724,141,229
मह र जगज,13988,143,226
शामली,16366,48,223
हापड़ु,14879,222,221
सोनभद्र,18229,255,214
अमरोह,18911,205,211
हमीरपरु,5677,102,200
