Date,State/UTCode,District,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinatedNumberForDistrict,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForState
2021-10-27,KA,Bagalkote,35178,333,34843,49851.0,1160681,608708,1769389,2986835,38037,2940339,50431486.0,42211611,22319108,64530719
2021-10-27,KA,Ballari,97759,1689,95950,402407.0,1730495,833134,2563629,2986835,38037,2940339,50431486.0,42211611,22319108,64530719
2021-10-27,KA,Belagavi,79884,938,78868,396565.0,3143861,1342584,4486445,2986835,38037,2940339,50431486.0,42211611,22319108,64530719
2021-10-27,KA,Bengaluru Rural,61991,890,61059,240277.0,699025,376790,1075815,2986835,38037,2940339,50431486.0,42211611,22319108,64530719
2021-10-27,KA,Bengaluru Urban,1251155,16259,1228469,6883888.0,9197977,5794001,14991978,2986835,38037,2940339,50431486.0,42211611,22319108,64530719
2021-10-27,KA,Bidar,24340,400,23933,67689.0,923926,506194,1430120,2986835,38037,2940339,50431486.0,42211611,22319108,64530719
2021-10-27,KA,Chamarajanagara,32997,500,32458,5156.0,647129,339118,986247,2986835,38037,2940339,50431486.0,42211611,22319108,64530719
2021-10-27,KA,Chikkaballapura,43943,426,43497,15089.0,851289,494878,1346167,2986835,38037,2940339,50431486.0,42211611,22319108,64530719
2021-10-27,KA,Chikkamagaluru,51112,395,50640,5467.0,735978,341673,1077651,2986835,38037,2940339,50431486.0,42211611,22319108,64530719
2021-10-27,KA,Chitradurga,36655,206,36404,4393.0,997325,594989,1592314,2986835,38037,2940339,50431486.0,42211611,22319108,64530719
2021-10-27,KA,Dakshina Kannada,115367,1674,113415,131281.0,1529154,835234,2364388,2986835,38037,2940339,50431486.0,42211611,22319108,64530719
2021-10-27,KA,Davanagere,50980,607,50354,17483.0,1013929,482151,1496080,2986835,38037,2940339,50431486.0,42211611,22319108,64530719
2021-10-27,KA,Dharwad,60969,1313,59632,137696.0,1203970,550336,1754306,2986835,38037,2940339,50431486.0,42211611,22319108,64530719
2021-10-27,KA,Gadag,26066,319,25747,8904.0,682960,321847,1004807,2986835,38037,2940339,50431486.0,42211611,22319108,64530719
2021-10-27,KA,Hassan,111694,1254,110203,10800.0,1222859,606698,1829557,2986835,38037,2940339,50431486.0,42211611,22319108,64530719
2021-10-27,KA,Haveri,21946,643,21300,11714.0,997355,376039,1373394,2986835,38037,2940339,50431486.0,42211611,22319108,64530719
2021-10-27,KA,Kalaburagi,61920,819,61083,409596.0,1306284,626392,1932676,2986835,38037,2940339,50431486.0,42211611,22319108,64530719
2021-10-27,KA,Kodagu,37025,329,36589,143982.0,384901,206056,590957,2986835,38037,2940339,50431486.0,42211611,22319108,64530719
2021-10-27,KA,Kolar,46906,636,46250,91924.0,986732,614956,1601688,2986835,38037,2940339,50431486.0,42211611,22319108,64530719
2021-10-27,KA,Koppal,35198,521,34657,8708.0,807354,395900,1203254,2986835,38037,2940339,50431486.0,42211611,22319108,64530719
2021-10-27,KA,Mandya,73718,650,73007,14874.0,1188177,652605,1840782,2986835,38037,2940339,50431486.0,42211611,22319108,64530719
2021-10-27,KA,Mysuru,178988,2411,176313,107338.0,2118493,1189749,3308242,2986835,38037,2940339,50431486.0,42211611,22319108,64530719
2021-10-27,KA,Other State,36,3,33,,,,,2986835,38037,2940339,50431486.0,42211611,22319108,64530719
2021-10-27,KA,Raichur,39973,331,39640,21011.0,1012289,431379,1443668,2986835,38037,2940339,50431486.0,42211611,22319108,64530719
2021-10-27,KA,Ramanagara,24201,319,23865,103399.0,753017,463881,1216898,2986835,38037,2940339,50431486.0,42211611,22319108,64530719
2021-10-27,KA,Shivamogga,69421,1088,68211,48760.0,1150068,510420,1660488,2986835,38037,2940339,50431486.0,42211611,22319108,64530719
2021-10-27,KA,Tumakuru,120741,1127,119362,106564.0,1655196,852018,2507214,2986835,38037,2940339,50431486.0,42211611,22319108,64530719
2021-10-27,KA,Udupi,76684,489,76140,86092.0,918263,522269,1440532,2986835,38037,2940339,50431486.0,42211611,22319108,64530719
2021-10-27,KA,Uttara Kannada,56177,766,55319,13833.0,978471,488886,1467357,2986835,38037,2940339,50431486.0,42211611,22319108,64530719
2021-10-27,KA,Vijayapura,36266,495,35763,25108.0,1511064,614942,2126006,2986835,38037,2940339,50431486.0,42211611,22319108,64530719
2021-10-27,KA,Yadgir,27545,207,27335,221485.0,703389,345281,1048670,2986835,38037,2940339,50431486.0,42211611,22319108,64530719
