,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState
0,2021-10-27,TN,Ariyalur,,,,16836,261,16522,,2021-12-08T10:16:42.199760+05:30,,,,2698493,36060,2650145,50665567
1,2021-10-27,TN,Chengalpattu,,,,171427,2503,167948,,2021-12-08T10:16:42.199760+05:30,,,,2698493,36060,2650145,50665567
2,2021-10-27,TN,Chennai,,,,554188,8538,544117,,2021-12-08T10:16:42.199760+05:30,,,,2698493,36060,2650145,50665567
3,2021-10-27,TN,Coimbatore,,,,246298,2407,242538,,2021-12-08T10:16:42.199760+05:30,,,,2698493,36060,2650145,50665567
4,2021-10-27,TN,Cuddalore,,,,64012,867,62929,,2021-12-08T10:16:42.199760+05:30,,,,2698493,36060,2650145,50665567
5,2021-10-27,TN,Dharmapuri,,,,28369,273,27863,,2021-12-08T10:16:42.199760+05:30,,,,2698493,36060,2650145,50665567
6,2021-10-27,TN,Dindigul,,,,33070,645,32320,,2021-12-08T10:16:42.199760+05:30,,,,2698493,36060,2650145,50665567
7,2021-10-27,TN,Erode,,,,104017,682,102470,,2021-12-08T10:16:42.199760+05:30,,,,2698493,36060,2650145,50665567
8,2021-10-27,TN,Kallakurichi,,,,31316,210,30977,,2021-12-08T10:16:42.199760+05:30,,,,2698493,36060,2650145,50665567
9,2021-10-27,TN,Kancheepuram,,,,74844,1257,73237,,2021-12-08T10:16:42.199760+05:30,,,,2698493,36060,2650145,50665567
10,2021-10-27,TN,Kanyakumari,,,,62293,1048,61065,,2021-12-08T10:16:42.199760+05:30,,,,2698493,36060,2650145,50665567
11,2021-10-27,TN,Karur,,,,24012,356,23475,,2021-12-08T10:16:42.199760+05:30,,,,2698493,36060,2650145,50665567
12,2021-10-27,TN,Krishnagiri,,,,43496,347,42943,,2021-12-08T10:16:42.199760+05:30,,,,2698493,36060,2650145,50665567
13,2021-10-27,TN,Madurai,,,,75155,1172,73776,,2021-12-08T10:16:42.199760+05:30,,,,2698493,36060,2650145,50665567
