,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_statetested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState
0,2021-10-27,TR,Dhalai,,,,7037,35,6999,178657,,,,84435,813,83436,1973180
1,2021-10-27,TR,Gomati,,,,8133,74,8042,139318,,,,84435,813,83436,1973180
2,2021-10-27,TR,Khowai,,,,4557,54,4500,97527,,,,84435,813,83436,1973180
3,2021-10-27,TR,North Tripura,,,,7247,34,7197,310636,,,,84435,813,83436,1973180
4,2021-10-27,TR,Sepahijala,,,,6359,75,6271,194319,,,,84435,813,83436,1973180
5,2021-10-27,TR,South Tripura,,,,10165,53,10103,301290,,,,84435,813,83436,1973180
6,2021-10-27,TR,Unakoti,,,,8607,68,8528,158162,,,,84435,813,83436,1973180
7,2021-10-27,TR,West Tripura,,,,32330,420,31796,593271,,,,84435,813,83436,1973180
