"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","4","16","71171","0","4908","76073","0"
"Bageshwar","11","12","39881","0","2161","42038","0"
"Chamoli","59","7","52033","0","3370","55401","0"
"Champawat","3","4","65686","0","1994","67677","0"
"Dehradun","210","166","423279","5","38951","462095","32"
"Haridwar","115","101","329601","1","14087","343658","10"
"Nainital","80","112","110506","1","13488","123924","5"
"Pauri Garhwal","2","6","109692","0","5596","115281","0"
"Pithoragarh","4","5","44803","0","2758","47549","0"
"Rudraprayag","13","5","31765","0","3061","34826","1"
"Tehri Garhwal","112","89","51154","0","2625","53772","8"
"US Nagar","149","61","164766","0","9334","174076","10"
"Uttarkashi","16","1","47897","0","1924","49819","0"
"Total","778","585","1542234","7","104257","1646189","66"
