"COVID-19 DISTRICT WISE STATUS, MEGHALAYA","","","","","","",""
"District Name","Active 
Cases","New 
Cases","New 
Recoveries","New 
Deaths","Total Cases","Total 
Recoveries","Total 
Deaths"
"East Garo Hills","1","1","0","0","1919","1902","16"
"East Jaintia Hills","7","1","1","0","2457","2418","32"
"East Khasi Hills","711","137","66","0","42887","41163","1013"
"North Garo Hills","2","0","0","0","1688","1678","8"
"Ri-Bhoi","58","18","0","0","9803","9655","90"
"South Garo Hills","3","1","0","0","1221","1206","12"
"South West Garo Hills","0","0","0","0","1873","1855","18"
"South West Khasi Hills","9","3","0","0","2559","2533","17"
"West Garo Hills","81","22","7","0","9202","9048","73"
"West Jaintia Hills","15","4","1","0","6844","6693","136"
"West Khasi Hills","11","2","0","0","5532","5446","75"
"Total","898","189","75","0","85985","83597","1490"
