,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated3ForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,10630,10492,129,2022-09-14,TT,44507471,528216,43936092,2022-09-14 13:18:09.868544,890299090,2022-09-13 00:00:00,355231,2156705102,1025523669,945599478,185581955,975029,347224,352265,275540,https://www.icmr.gov.in/,5108,31,5675,1577837,170190,62337,1810364,25,35,3898,3958,1,2,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2337659,2322601,14733,2022-09-14,TT,44507471,528216,43936092,2022-09-14 13:18:09.868544,890299090,2022-09-13 00:00:00,355231,2156705102,1025523669,945599478,185581955,108042844,44689229,47554863,15798752,https://www.icmr.gov.in/,5108,31,5675,1577837,170190,62337,1810364,1127,1691,228852,231670,58,60,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,66784,66447,296,2022-09-14,TT,44507471,528216,43936092,2022-09-14 13:18:09.868544,890299090,2022-09-13 00:00:00,355231,2156705102,1025523669,945599478,185581955,1865959,956773,811643,97543,https://www.icmr.gov.in/,5108,31,5675,1577837,170190,62337,1810364,109,432,491,1032,5,13,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,745177,734309,8034,2022-09-14,TT,44507471,528216,43936092,2022-09-14 13:18:09.868544,890299090,2022-09-13 00:00:00,355231,2156705102,1025523669,945599478,185581955,49888631,24759329,21997605,3131697,https://www.icmr.gov.in/,5108,31,5675,1577837,170190,62337,1810364,4272,5244,8840,18356,128,129,0,,,1332900000,Assam,34293000
4,Bihar,849680,836829,12299,2022-09-14,TT,44507471,528216,43936092,2022-09-14 13:18:09.868544,890299090,2022-09-13 00:00:00,355231,2156705102,1025523669,945599478,185581955,153429897,73166487,66835239,13428171,https://www.icmr.gov.in/,5108,31,5675,1577837,170190,62337,1810364,8730,25871,63581,98182,102,97,2,,,1332900000,Bihar,119520000
5,Chandigarh,99081,97790,1181,2022-09-14,TT,44507471,528216,43936092,2022-09-14 13:18:09.868544,890299090,2022-09-13 00:00:00,355231,2156705102,1025523669,945599478,185581955,2271592,1184187,982983,104422,https://www.icmr.gov.in/,5108,31,5675,1577837,170190,62337,1810364,26,69,437,532,19,21,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1175058,1160210,14121,2022-09-14,TT,44507471,528216,43936092,2022-09-14 13:18:09.868544,890299090,2022-09-13 00:00:00,355231,2156705102,1025523669,945599478,185581955,47585283,21203610,20095721,6285952,https://www.icmr.gov.in/,5108,31,5675,1577837,170190,62337,1810364,3422,10363,58466,72251,104,86,2,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,11584,11578,4,2022-09-14,TT,44507471,528216,43936092,2022-09-14 13:18:09.868544,890299090,2022-09-13 00:00:00,355231,2156705102,1025523669,945599478,185581955,1564689,781144,631737,151808,https://www.icmr.gov.in/,5108,31,5675,1577837,170190,62337,1810364,39,57,345,441,2,2,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,2001887,1974802,26494,2022-09-14,TT,44507471,528216,43936092,2022-09-14 13:18:09.868544,890299090,2022-09-13 00:00:00,355231,2156705102,1025523669,945599478,185581955,36913495,18261990,15613071,3038434,https://www.icmr.gov.in/,5108,31,5675,1577837,170190,62337,1810364,1196,4873,19090,25159,118,146,0,,,1332900000,Delhi,19814000
9,Goa,257221,252719,3964,2022-09-14,TT,44507471,528216,43936092,2022-09-14 13:18:09.868544,890299090,2022-09-13 00:00:00,355231,2156705102,1025523669,945599478,185581955,2860757,1438819,1292436,129502,https://www.icmr.gov.in/,5108,31,5675,1577837,170190,62337,1810364,25,63,195,283,76,97,0,,,1332900000,Goa,1540000
