,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,deltaVaccinated3ForDistrict,cumulativeOtherNumberForDistrict,7DmaOtherForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,0,0,2021-12-01,MZ,275,4,250,0,933,2110,3498,2332.0,17.0,2985.0,,7380.0,12113.0,Aizawl,,,,,239,882,,,,,,1323.0,5041.0,404054,,,,,,,,318541,258634,2021-12-02 10:58:37.049263,1192000,,,,135450,501,131177,,734442,561455,0,0,0,0,0
1,1,1,1,1,1,2021-12-01,MZ,275,4,250,0,933,2110,3498,2332.0,17.0,2985.0,,7380.0,12113.0,Champhai,,,,,22,49,,,,,,439.0,730.0,125370,,,,,,,,75208,59716,2021-12-02 10:58:37.049263,1192000,,,,135450,501,131177,,734442,561455,0,0,0,0,0
2,2,2,2,2,2,2021-12-01,MZ,275,4,250,0,933,2110,3498,2332.0,17.0,2985.0,,7380.0,12113.0,Hnahthial,,,,,0,0,,,,,,0.0,0.0,0,,,,,,,,0,0,2021-12-02 10:58:37.049263,1192000,,,,135450,501,131177,,734442,561455,0,0,0,0,0
3,3,3,3,3,3,2021-12-01,MZ,275,4,250,0,933,2110,3498,2332.0,17.0,2985.0,,7380.0,12113.0,Khawzawl,,,,,0,0,,,,,,0.0,0.0,0,,,,,,,,0,0,2021-12-02 10:58:37.049263,1192000,,,,135450,501,131177,,734442,561455,0,0,0,0,0
4,4,4,4,4,4,2021-12-01,MZ,275,4,250,0,933,2110,3498,2332.0,17.0,2985.0,,7380.0,12113.0,Kolasib,,,,,4,101,,,,,,126.0,389.0,83054,,,,,,,,51354,36756,2021-12-02 10:58:37.049263,1192000,,,,135450,501,131177,,734442,561455,0,0,0,0,0
5,5,5,5,5,5,2021-12-01,MZ,275,4,250,0,933,2110,3498,2332.0,17.0,2985.0,,7380.0,12113.0,Lawngtlai,,,,,395,129,,,,,,2125.0,1274.0,117444,,,,,,,,68412,33028,2021-12-02 10:58:37.049263,1192000,,,,135450,501,131177,,734442,561455,0,0,0,0,0
6,6,6,6,6,6,2021-12-01,MZ,275,4,250,0,933,2110,3498,2332.0,17.0,2985.0,,7380.0,12113.0,Lunglei,,,,,88,174,,,,,,1302.0,1191.0,154094,,,,,,,,97157,78532,2021-12-02 10:58:37.049263,1192000,,,,135450,501,131177,,734442,561455,0,0,0,0,0
7,7,7,7,7,7,2021-12-01,MZ,275,4,250,0,933,2110,3498,2332.0,17.0,2985.0,,7380.0,12113.0,Mamit,,,,,112,424,,,,,,1279.0,2120.0,85757,,,,,,,,45883,33596,2021-12-02 10:58:37.049263,1192000,,,,135450,501,131177,,734442,561455,0,0,0,0,0
8,8,8,8,8,8,2021-12-01,MZ,275,4,250,0,933,2110,3498,2332.0,17.0,2985.0,,7380.0,12113.0,Saiha,,,,,67,321,,,,,,519.0,892.0,56366,,,,,,,,35555,23465,2021-12-02 10:58:37.049263,1192000,,,,135450,501,131177,,734442,561455,0,0,0,0,0
9,9,9,9,9,9,2021-12-01,MZ,275,4,250,0,933,2110,3498,2332.0,17.0,2985.0,,7380.0,12113.0,Saitual,,,,,0,0,,,,,,0.0,0.0,0,,,,,,,,0,0,2021-12-02 10:58:37.049263,1192000,,,,135450,501,131177,,734442,561455,0,0,0,0,0
10,10,10,10,10,10,2021-12-01,MZ,275,4,250,0,933,2110,3498,2332.0,17.0,2985.0,,7380.0,12113.0,Serchhip,,,,,6,30,,,,,,267.0,476.0,64875,,,,,,,,42332,37728,2021-12-02 10:58:37.049263,1192000,,,,135450,501,131177,,734442,561455,0,0,0,0,0
11,11,11,11,11,11,2021-12-01,MZ,275,4,250,0,933,2110,3498,2332.0,17.0,2985.0,,7380.0,12113.0,Unknown,275.0,4.0,250.0,,0,0,3498.0,2332.0,17.0,2985.0,,0.0,0.0,0,,,,135450.0,501.0,131177.0,,0,0,2021-12-02 10:58:37.049263,1192000,,,,135450,501,131177,,734442,561455,0,0,0,0,0
