Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState
2021-12-01,KA,322,2,162,101778,264003,733395,0,2215.0,28.0,2025.0,544194.0,1047944.0,2610421.0,Bagalkote,0,0,0,,4479,33043,0,2.0,0.0,1.0,,12118.0,72866.0,1890826,,,,35182,333,34845,,1268833,837851,2021-12-01T23:55:51.057987+05:30,65798000,2021-12-01T23:55:51.057987+05:30,,,2996470,38213,2951654,53391586,45079481,30365022
2021-12-01,KA,322,2,162,101778,264003,733395,0,2215.0,28.0,2025.0,544194.0,1047944.0,2610421.0,Ballari,2,0,2,,14354,33698,0,7.0,0.0,5.0,,80646.0,115026.0,2532383,,,,97796,1686,96003,,1931554,1148084,2021-12-01T23:55:51.057987+05:30,65798000,2021-12-01T23:55:51.057987+05:30,,,2996470,38213,2951654,53391586,45079481,30365022
2021-12-01,KA,322,2,162,101778,264003,733395,0,2215.0,28.0,2025.0,544194.0,1047944.0,2610421.0,Belagavi,2,1,1,,12853,69833,0,24.0,1.0,12.0,,50013.0,261204.0,4778439,,,,79986,944,78977,,3400335,2092534,2021-12-01T23:55:51.057987+05:30,65798000,2021-12-01T23:55:51.057987+05:30,,,2996470,38213,2951654,53391586,45079481,30365022
2021-12-01,KA,322,2,162,101778,264003,733395,0,2215.0,28.0,2025.0,544194.0,1047944.0,2610421.0,Bengaluru Rural,3,0,2,,3409,11854,0,17.0,0.0,26.0,,11231.0,59009.0,987257,,,,62095,890,61170,,725491,520573,2021-12-01T23:55:51.057987+05:30,65798000,2021-12-01T23:55:51.057987+05:30,,,2996470,38213,2951654,53391586,45079481,30365022
2021-12-01,KA,322,2,162,101778,264003,733395,0,2215.0,28.0,2025.0,544194.0,1047944.0,2610421.0,Bengaluru Urban,165,1,72,,8120575,5992204,0,1177.0,12.0,1357.0,,68100.0,346171.0,9588910,,,,1256617,16338,1235353,,9389620,6873691,2021-12-01T23:55:51.057987+05:30,65798000,2021-12-01T23:55:51.057987+05:30,,,2996470,38213,2951654,53391586,45079481,30365022
2021-12-01,KA,322,2,162,101778,264003,733395,0,2215.0,28.0,2025.0,544194.0,1047944.0,2610421.0,Bidar,0,0,0,,16046,12206,0,4.0,1.0,2.0,,55220.0,71145.0,1700018,,,,24348,402,23939,,1018005,691703,2021-12-01T23:55:51.057987+05:30,65798000,2021-12-01T23:55:51.057987+05:30,,,2996470,38213,2951654,53391586,45079481,30365022
2021-12-01,KA,322,2,162,101778,264003,733395,0,2215.0,28.0,2025.0,544194.0,1047944.0,2610421.0,Chamarajanagara,9,0,5,,3434,10139,0,27.0,0.0,15.0,,15954.0,56548.0,1020962,,,,33072,503,32520,,672683,487213,2021-12-01T23:55:51.057987+05:30,65798000,2021-12-01T23:55:51.057987+05:30,,,2996470,38213,2951654,53391586,45079481,30365022
2021-12-01,KA,322,2,162,101778,264003,733395,0,2215.0,28.0,2025.0,544194.0,1047944.0,2610421.0,Chikkaballapura,0,0,0,,11444,23445,0,3.0,0.0,2.0,,25358.0,37888.0,1254377,,,,43975,431,43536,,887933,606035,2021-12-01T23:55:51.057987+05:30,65798000,2021-12-01T23:55:51.057987+05:30,,,2996470,38213,2951654,53391586,45079481,30365022
2021-12-01,KA,322,2,162,101778,264003,733395,0,2215.0,28.0,2025.0,544194.0,1047944.0,2610421.0,Chikkamagaluru,1,0,5,,3662,24877,0,13.0,0.0,22.0,,7028.0,50769.0,1137753,,,,51211,396,50778,,755029,477719,2021-12-01T23:55:51.057987+05:30,65798000,2021-12-01T23:55:51.057987+05:30,,,2996470,38213,2951654,53391586,45079481,30365022
2021-12-01,KA,322,2,162,101778,264003,733395,0,2215.0,28.0,2025.0,544194.0,1047944.0,2610421.0,Chitradurga,4,0,0,,7969,15674,0,22.0,1.0,10.0,,27977.0,42378.0,1660378,,,,36731,209,36475,,1159612,791033,2021-12-01T23:55:51.057987+05:30,65798000,2021-12-01T23:55:51.057987+05:30,,,2996470,38213,2951654,53391586,45079481,30365022
2021-12-01,KA,322,2,162,101778,264003,733395,0,2215.0,28.0,2025.0,544194.0,1047944.0,2610421.0,Dakshina Kannada,13,0,22,,3826,20615,0,107.0,1.0,83.0,,17461.0,111456.0,2083625,,,,115894,1687,114062,,1564682,1122171,2021-12-01T23:55:51.057987+05:30,65798000,2021-12-01T23:55:51.057987+05:30,,,2996470,38213,2951654,53391586,45079481,30365022
2021-12-01,KA,322,2,162,101778,264003,733395,0,2215.0,28.0,2025.0,544194.0,1047944.0,2610421.0,Davanagere,0,0,1,,22601,23360,0,5.0,0.0,7.0,,79238.0,101986.0,1946905,,,,51006,608,50386,,1115699,674505,2021-12-01T23:55:51.057987+05:30,65798000,2021-12-01T23:55:51.057987+05:30,,,2996470,38213,2951654,53391586,45079481,30365022
2021-12-01,KA,322,2,162,101778,264003,733395,0,2215.0,28.0,2025.0,544194.0,1047944.0,2610421.0,Dharwad,10,0,2,,9885,30217,0,282.0,2.0,15.0,,44528.0,118994.0,1846993,,,,61319,1322,59700,,1320541,824520,2021-12-01T23:55:51.057987+05:30,65798000,2021-12-01T23:55:51.057987+05:30,,,2996470,38213,2951654,53391586,45079481,30365022
2021-12-01,KA,322,2,162,101778,264003,733395,0,2215.0,28.0,2025.0,544194.0,1047944.0,2610421.0,Gadag,1,0,1,,1637,15171,0,5.0,0.0,2.0,,7256.0,36859.0,1065235,,,,26073,319,25749,,778630,457666,2021-12-01T23:55:51.057987+05:30,65798000,2021-12-01T23:55:51.057987+05:30,,,2996470,38213,2951654,53391586,45079481,30365022
