,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaConfirmedForState,7DmaRecoveredForState,7DmaDeceasedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinatedForState,7DmaConfirmedForDistrict,7DmaRecoveredForDistrict,7DmaDeceasedForDistrict,7DmaVaccinatedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,7683,7548,129,2021-12-01,TT,34596776,469247,34028506,2021-12-01 11:26:02.606830,642412315,2021-11-30 00:00:00,1108467,1241392075,790594807,450797268,553559,296844,256715,https://www.icmr.gov.in/,8954,267,10207,5885826,2805796,8691622,101,1895,1996,0,2,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363444.4285714286,1340165.142857143,16386.14285714286,0,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2072909,2056318,14442,2021-12-01,TT,34596776,469247,34028506,2021-12-01 11:26:02.606830,642412315,2021-11-30 00:00:00,1108467,1241392075,790594807,450797268,59714908,34817916,24896992,https://www.icmr.gov.in/,8954,267,10207,5885826,2805796,8691622,132722,151234,283956,184,134,3,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363444.4285714286,1340165.142857143,16386.14285714286,0,0,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,55276,54961,280,2021-12-01,TT,34596776,469247,34028506,2021-12-01 11:26:02.606830,642412315,2021-11-30 00:00:00,1108467,1241392075,790594807,450797268,1407241,794862,612379,https://www.icmr.gov.in/,8954,267,10207,5885826,2805796,8691622,924,2251,3175,3,3,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363444.4285714286,1340165.142857143,16386.14285714286,0,0,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,616852,608124,6103,2021-12-01,TT,34596776,469247,34028506,2021-12-01 11:26:02.606830,642412315,2021-11-30 00:00:00,1108467,1241392075,790594807,450797268,33181363,21147890,12033473,https://www.icmr.gov.in/,8954,267,10207,5885826,2805796,8691622,60666,159042,219708,144,109,5,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363444.4285714286,1340165.142857143,16386.14285714286,0,0,0,,,1332900000,Assam,34293000
4,Bihar,726223,716524,9663,2021-12-01,TT,34596776,469247,34028506,2021-12-01 11:26:02.606830,642412315,2021-11-30 00:00:00,1108467,1241392075,790594807,450797268,81837895,54512367,27325528,https://www.icmr.gov.in/,8954,267,10207,5885826,2805796,8691622,222512,745894,968406,4,7,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363444.4285714286,1340165.142857143,16386.14285714286,0,0,0,,,1332900000,Bihar,119520000
5,Chandigarh,65465,64580,820,2021-12-01,TT,34596776,469247,34028506,2021-12-01 11:26:02.606830,642412315,2021-11-30 00:00:00,1108467,1241392075,790594807,450797268,1573600,941595,632005,https://www.icmr.gov.in/,8954,267,10207,5885826,2805796,8691622,991,3934,4925,9,2,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363444.4285714286,1340165.142857143,16386.14285714286,0,0,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1006813,992902,13593,2021-12-01,TT,34596776,469247,34028506,2021-12-01 11:26:02.606830,642412315,2021-11-30 00:00:00,1108467,1241392075,790594807,450797268,25915580,16462160,9453420,https://www.icmr.gov.in/,8954,267,10207,5885826,2805796,8691622,60923,87558,148481,34,34,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363444.4285714286,1340165.142857143,16386.14285714286,0,0,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,10683,10678,4,2021-12-01,TT,34596776,469247,34028506,2021-12-01 11:26:02.606830,642412315,2021-11-30 00:00:00,1108467,1241392075,790594807,450797268,1113817,674627,439190,https://www.icmr.gov.in/,8954,267,10207,5885826,2805796,8691622,437,1986,2423,0,0,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363444.4285714286,1340165.142857143,16386.14285714286,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,1440934,1415549,25098,2021-12-01,TT,34596776,469247,34028506,2021-12-01 11:26:02.606830,642412315,2021-11-30 00:00:00,1108467,1241392075,790594807,450797268,22756920,13890145,8866775,https://www.icmr.gov.in/,8954,267,10207,5885826,2805796,8691622,47739,77100,124839,34,32,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363444.4285714286,1340165.142857143,16386.14285714286,0,0,0,,,1332900000,Delhi,19814000
9,Goa,178928,175260,3384,2021-12-01,TT,34596776,469247,34028506,2021-12-01 11:26:02.606830,642412315,2021-11-30 00:00:00,1108467,1241392075,790594807,450797268,2315618,1283128,1032490,https://www.icmr.gov.in/,8954,267,10207,5885826,2805796,8691622,902,3680,4582,38,30,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363444.4285714286,1340165.142857143,16386.14285714286,0,0,0,,,1332900000,Goa,1540000
10,Gujarat,827475,817108,10092,2021-12-01,TT,34596776,469247,34028506,2021-12-01 11:26:02.606830,642412315,2021-11-30 00:00:00,1108467,1241392075,790594807,450797268,81096320,45827265,35269055,https://www.icmr.gov.in/,8954,267,10207,5885826,2805796,8691622,53975,483464,537439,40,27,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363444.4285714286,1340165.142857143,16386.14285714286,0,0,0,,,1332900000,Gujarat,67936000
11,Haryana,771709,761492,10054,2021-12-01,TT,34596776,469247,34028506,2021-12-01 11:26:02.606830,642412315,2021-11-30 00:00:00,1108467,1241392075,790594807,450797268,28719749,18598043,10121706,https://www.icmr.gov.in/,8954,267,10207,5885826,2805796,8691622,37763,92797,130560,17,19,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363444.4285714286,1340165.142857143,16386.14285714286,0,0,0,,,1332900000,Haryana,28672000
12,Himachal Pradesh,227195,222513,3848,2021-12-01,TT,34596776,469247,34028506,2021-12-01 11:26:02.606830,642412315,2021-11-30 00:00:00,1108467,1241392075,790594807,450797268,10995471,5825320,5170151,https://www.icmr.gov.in/,8954,267,10207,5885826,2805796,8691622,4681,50729,55410,102,91,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363444.4285714286,1340165.142857143,16386.14285714286,0,0,0,,,1332900000,Himachal Pradesh,7300000
13,Jammu and Kashmir,336852,330751,4476,2021-12-01,TT,34596776,469247,34028506,2021-12-01 11:26:02.606830,642412315,2021-11-30 00:00:00,1108467,1241392075,790594807,450797268,16641016,9601811,7039205,https://www.icmr.gov.in/,8954,267,10207,5885826,2805796,8691622,4067,54355,58422,171,172,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363444.4285714286,1340165.142857143,16386.14285714286,0,0,0,,,1332900000,Jammu and Kashmir,13203000
14,Jharkhand,349244,344006,5140,2021-12-01,TT,34596776,469247,34028506,2021-12-01 11:26:02.606830,642412315,2021-11-30 00:00:00,1108467,1241392075,790594807,450797268,24473784,16595986,7877798,https://www.icmr.gov.in/,8954,267,10207,5885826,2805796,8691622,65512,108314,173826,12,9,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363444.4285714286,1340165.142857143,16386.14285714286,0,0,0,,,1332900000,Jharkhand,37403000
15,Karnataka,2996148,2951492,38211,2021-12-01,TT,34596776,469247,34028506,2021-12-01 11:26:02.606830,642412315,2021-11-30 00:00:00,1108467,1241392075,790594807,450797268,74447105,44815478,29631627,https://www.icmr.gov.in/,8954,267,10207,5885826,2805796,8691622,181614,403413,585027,291,745,8,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363444.4285714286,1340165.142857143,16386.14285714286,0,0,0,,,1332900000,Karnataka,65798000
