District,Recovered,Deceased,Active
लखनऊ,294944,2694,411
गौतम बिु नगर,102316,490,373
गाज़ियाबाद,86249,473,193
िाराणसी,97799,988,89
झ सी,44031,675,62
कानपरु नगर,91688,1923,59
जौनपरु,24439,244,31
प्रय गर ज,87540,1120,31
आगरा,36003,465,30
अलीगढ,25529,113,30
हरदोई,17360,375,28
मथरु,25666,406,24
मरेठ,88223,932,24
चदंौली,17582,380,22
अमरोह,19298,208,21
र य बरेली,21411,348,21
देवररय,22422,230,20
गोरखपरु,66009,866,18
बलुदंशहर,26434,254,16
ब र बकंी,23741,227,15
अयोध्य,18702,293,13
बरेली,50124,377,13
पीलीभीत,12736,206,13
श हजह ंपरु,24441,446,13
सोनभद्र,18690,257,13
क्रिरोजाबाद,10617,136,12
लललतपरु,14911,134,12
मह र जगजं,14832,146,12
सहारनपरु,38398,428,12
सीत परु,15773,189,12
औरैय्य,10820,211,11
ब द,12154,169,11
कन्नौज,10876,126,11
लखीमपरु-खीरी,30057,300,10
इट व,15790,297,9
सलु्त नपरु,16900,144,9
उन्न व,16957,257,9
फरु्रख ब द,11886,197,8
फतहेपरु,8374,141,8
गाजीपरु,23888,295,8
ज लौन,13913,209,8
मनैपरुी,11529,189,8
सभंल,11038,109,8
