,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,0,0,2022-01-17,AS,6982,11,2281,0,39986,157834,14004,1185,24778.0,34.0,7663.0,,188220.0,549209.0,56428.0,Airport Quarantine,,,,,0,0,0,,,,,,0.0,0.0,0,0,,,,,,,,0,0,0,0,2022-01-18 12:43:13.699310,34293000,,,,653717,6217,622205,,22903571,17065480,56428,0,0.0,0
1,1,1,1,1,2022-01-17,AS,6982,11,2281,0,39986,157834,14004,1185,24778.0,34.0,7663.0,,188220.0,549209.0,56428.0,Baksa,,,,,827,3364,0,,,,,,3922.0,12581.0,0,953773,,,,,,,,641340,446991,0,0,2022-01-18 12:43:13.699310,34293000,,,,653717,6217,622205,,22903571,17065480,56428,0,0.0,0
2,2,2,2,2,2022-01-17,AS,6982,11,2281,0,39986,157834,14004,1185,24778.0,34.0,7663.0,,188220.0,549209.0,56428.0,Barpeta,,,,,2227,7697,0,,,,,,11288.0,30133.0,0,1693190,,,,,,,,1225759,1017868,0,0,2022-01-18 12:43:13.699310,34293000,,,,653717,6217,622205,,22903571,17065480,56428,0,0.0,0
3,3,3,3,3,2022-01-17,AS,6982,11,2281,0,39986,157834,14004,1185,24778.0,34.0,7663.0,,188220.0,549209.0,56428.0,Biswanath,,,,,1159,2668,0,,,,,,2869.0,7635.0,0,612491,,,,,,,,509572,362452,0,0,2022-01-18 12:43:13.699310,34293000,,,,653717,6217,622205,,22903571,17065480,56428,0,0.0,0
4,4,4,4,4,2022-01-17,AS,6982,11,2281,0,39986,157834,14004,1185,24778.0,34.0,7663.0,,188220.0,549209.0,56428.0,Bongaigaon,,,,,611,2774,0,,,,,,2775.0,10147.0,0,732639,,,,,,,,551693,436149,0,0,2022-01-18 12:43:13.699310,34293000,,,,653717,6217,622205,,22903571,17065480,56428,0,0.0,0
5,5,5,5,5,2022-01-17,AS,6982,11,2281,0,39986,157834,14004,1185,24778.0,34.0,7663.0,,188220.0,549209.0,56428.0,Cachar,,,,,1691,6645,0,,,,,,12571.0,26780.0,0,1736319,,,,,,,,1219545,863782,0,0,2022-01-18 12:43:13.699310,34293000,,,,653717,6217,622205,,22903571,17065480,56428,0,0.0,0
6,6,6,6,6,2022-01-17,AS,6982,11,2281,0,39986,157834,14004,1185,24778.0,34.0,7663.0,,188220.0,549209.0,56428.0,Charaideo,,,,,428,3117,0,,,,,,1185.0,5952.0,0,0,,,,,,,,350030,234322,0,0,2022-01-18 12:43:13.699310,34293000,,,,653717,6217,622205,,22903571,17065480,56428,0,0.0,0
7,7,7,7,7,2022-01-17,AS,6982,11,2281,0,39986,157834,14004,1185,24778.0,34.0,7663.0,,188220.0,549209.0,56428.0,Chirang,,,,,724,2359,0,,,,,,3203.0,9454.0,0,481818,,,,,,,,326676,223253,0,0,2022-01-18 12:43:13.699310,34293000,,,,653717,6217,622205,,22903571,17065480,56428,0,0.0,0
8,8,8,8,8,2022-01-17,AS,6982,11,2281,0,39986,157834,14004,1185,24778.0,34.0,7663.0,,188220.0,549209.0,56428.0,Darrang,,,,,615,5021,0,,,,,,4631.0,16268.0,0,908090,,,,,,,,674071,477161,0,0,2022-01-18 12:43:13.699310,34293000,,,,653717,6217,622205,,22903571,17065480,56428,0,0.0,0
9,9,9,9,9,2022-01-17,AS,6982,11,2281,0,39986,157834,14004,1185,24778.0,34.0,7663.0,,188220.0,549209.0,56428.0,Dhemaji,,,,,806,2219,0,,,,,,3443.0,7692.0,0,688077,,,,,,,,491311,349025,0,0,2022-01-18 12:43:13.699310,34293000,,,,653717,6217,622205,,22903571,17065480,56428,0,0.0,0
