,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,0,0,2022-01-17,AN,49,0,66,0,387,301,314,47,449.0,0.0,393.0,,4824.0,1537.0,2619.0,Nicobars,,,,,52,7,0,,,,,,497.0,47.0,0,36842,,,,,,,,27089,27152,0,0,2022-01-18 12:43:13.699310,397000,,,,8695,129,8117,,322272,298242,2619,0,0.0,0
1,1,1,1,1,2022-01-17,AN,49,0,66,0,387,301,314,47,449.0,0.0,393.0,,4824.0,1537.0,2619.0,North and Middle Andaman,,,,,64,36,0,,,,,,1699.0,164.0,0,105597,,,,,,,,85684,75908,0,0,2022-01-18 12:43:13.699310,397000,,,,8695,129,8117,,322272,298242,2619,0,0.0,0
2,2,2,2,2,2022-01-17,AN,49,0,66,0,387,301,314,47,449.0,0.0,393.0,,4824.0,1537.0,2619.0,South Andaman,,,,,271,258,0,,,,,,2628.0,1326.0,0,238142,,,,,,,,209499,195182,0,0,2022-01-18 12:43:13.699310,397000,,,,8695,129,8117,,322272,298242,2619,0,0.0,0
3,3,3,3,3,2022-01-17,AN,49,0,66,0,387,301,314,47,449.0,0.0,393.0,,4824.0,1537.0,2619.0,Unknown,49.0,0.0,66.0,,0,0,0,47.0,449.0,0.0,393.0,,0.0,0.0,0,0,,,,8695.0,129.0,8117.0,,0,0,0,0,2022-01-18 12:43:13.699310,397000,,,,8695,129,8117,,322272,298242,2619,0,0.0,0
