,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaConfirmedForState,7DmaRecoveredForState,7DmaDeceasedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinatedForState,7DmaConfirmedForDistrict,7DmaRecoveredForDistrict,7DmaDeceasedForDistrict,7DmaVaccinatedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,8646,8051,129,2022-01-17,TT,37380253,486451,35237461,2022-01-17 12:14:22.166616,703762282,2022-01-16 00:00:00,1313444,1572132691,911090912,656724735,622131,321885,297941,https://www.icmr.gov.in/,258089,385,151740,2238875,2085463,4455955,119,23,189,65,62,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363582.0,1340237.0,16386.14285714286,0,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2106280,2065000,14510,2022-01-17,TT,37380253,486451,35237461,2022-01-17 12:14:22.166616,703762282,2022-01-16 00:00:00,1313444,1572132691,911090912,656724735,75254989,42329259,32663311,https://www.icmr.gov.in/,258089,385,151740,2238875,2085463,4455955,1579,32987,36275,4570,669,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363582.0,1340237.0,16386.14285714286,0,0,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,56633,55195,282,2022-01-17,TT,37380253,486451,35237461,2022-01-17 12:14:22.166616,703762282,2022-01-16 00:00:00,1313444,1572132691,911090912,656724735,1525521,854253,665030,https://www.icmr.gov.in/,258089,385,151740,2238875,2085463,4455955,344,117,652,140,54,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363582.0,1340237.0,16386.14285714286,0,0,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,646735,619924,6206,2022-01-17,TT,37380253,486451,35237461,2022-01-17 12:14:22.166616,703762282,2022-01-16 00:00:00,1313444,1572132691,911090912,656724735,39813655,22863585,16907646,https://www.icmr.gov.in/,258089,385,151740,2238875,2085463,4455955,5810,22723,30275,2709,1223,5,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363582.0,1340237.0,16386.14285714286,0,0,0,,,1332900000,Assam,34293000
4,Bihar,787127,739482,12136,2022-01-17,TT,37380253,486451,35237461,2022-01-17 12:14:22.166616,703762282,2022-01-16 00:00:00,1313444,1572132691,911090912,656724735,107099120,62158916,44719840,https://www.icmr.gov.in/,258089,385,151740,2238875,2085463,4455955,130767,149374,289159,5410,5809,9,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363582.0,1340237.0,16386.14285714286,0,0,0,,,1332900000,Bihar,119520000
5,Chandigarh,77628,67338,1087,2022-01-17,TT,37380253,486451,35237461,2022-01-17 12:14:22.166616,703762282,2022-01-16 00:00:00,1313444,1572132691,911090912,656724735,1927017,1091319,829563,https://www.icmr.gov.in/,258089,385,151740,2238875,2085463,4455955,2102,1299,3641,1358,665,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363582.0,1340237.0,16386.14285714286,0,0,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1059716,1013270,13654,2022-01-17,TT,37380253,486451,35237461,2022-01-17 12:14:22.166616,703762282,2022-01-16 00:00:00,1313444,1572132691,911090912,656724735,32268876,19038759,13110704,https://www.icmr.gov.in/,258089,385,151740,2238875,2085463,4455955,7410,21844,31908,3963,3303,7,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363582.0,1340237.0,16386.14285714286,0,0,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,10986,10770,4,2022-01-17,TT,37380253,486451,35237461,2022-01-17 12:14:22.166616,703762282,2022-01-16 00:00:00,1313444,1572132691,911090912,656724735,1301073,745073,553289,https://www.icmr.gov.in/,258089,385,151740,2238875,2085463,4455955,269,543,835,36,22,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363582.0,1340237.0,16386.14285714286,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,1709970,1594788,25363,2022-01-17,TT,37380253,486451,35237461,2022-01-17 12:14:22.166616,703762282,2022-01-16 00:00:00,1313444,1572132691,911090912,656724735,28563459,16506030,11928909,https://www.icmr.gov.in/,258089,385,151740,2238875,2085463,4455955,14727,7040,23656,18286,21846,28,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363582.0,1340237.0,16386.14285714286,0,0,0,,,1332900000,Delhi,19814000
9,Goa,210475,185537,3557,2022-01-17,TT,37380253,486451,35237461,2022-01-17 12:14:22.166616,703762282,2022-01-16 00:00:00,1313444,1572132691,911090912,656724735,2517656,1370823,1137752,https://www.icmr.gov.in/,258089,385,151740,2238875,2085463,4455955,47,187,324,3232,1922,7,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363582.0,1340237.0,16386.14285714286,0,0,0,,,1332900000,Goa,1540000
10,Gujarat,926240,852471,10159,2022-01-17,TT,37380253,486451,35237461,2022-01-17 12:14:22.166616,703762282,2022-01-16 00:00:00,1313444,1572132691,911090912,656724735,94806235,50226039,44048440,https://www.icmr.gov.in/,258089,385,151740,2238875,2085463,4455955,80687,29842,124785,10150,6096,8,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363582.0,1340237.0,16386.14285714286,0,0,0,,,1332900000,Gujarat,67936000
