,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,0,0,2022-01-17,WB,9385,33,11034,35515,181430,649940,62919,24163,132752.0,204.0,63119.0,436733.0,1258388.0,2658191.0,316515.0,Alipurduar,63,0,39,,4355,7834,0,18,619.0,0.0,161.0,,20412.0,51171.0,0,1700000,,,,16583,102,15887,,1144572,830310,0,0,2022-01-17T23:55:54.442889+05:30,96906000,,,,1907084,20121,1728340,22362613,68283725,46259654,316515,0,0.0,0
1,1,1,1,1,2022-01-17,WB,9385,33,11034,35515,181430,649940,62919,24163,132752.0,204.0,63119.0,436733.0,1258388.0,2658191.0,316515.0,Bankura,220,0,162,,3978,48212,0,135,2293.0,0.0,816.0,,32952.0,113697.0,0,3596292,,,,40639,276,37944,,2743353,1706214,0,0,2022-01-17T23:55:54.442889+05:30,96906000,,,,1907084,20121,1728340,22362613,68283725,46259654,316515,0,0.0,0
2,2,2,2,2,2022-01-17,WB,9385,33,11034,35515,181430,649940,62919,24163,132752.0,204.0,63119.0,436733.0,1258388.0,2658191.0,316515.0,Birbhum,564,0,415,,1946,8282,0,486,5402.0,6.0,2195.0,,18454.0,31297.0,0,3502387,,,,51870,307,45390,,1524823,1102883,0,0,2022-01-17T23:55:54.442889+05:30,96906000,,,,1907084,20121,1728340,22362613,68283725,46259654,316515,0,0.0,0
3,3,3,3,3,2022-01-17,WB,9385,33,11034,35515,181430,649940,62919,24163,132752.0,204.0,63119.0,436733.0,1258388.0,2658191.0,316515.0,Cooch Behar,145,0,51,,10128,15074,0,57,814.0,1.0,229.0,,47337.0,64427.0,0,2822780,,,,31072,100,30136,,2013899,1140757,0,0,2022-01-17T23:55:54.442889+05:30,96906000,,,,1907084,20121,1728340,22362613,68283725,46259654,316515,0,0.0,0
4,4,4,4,4,2022-01-17,WB,9385,33,11034,35515,181430,649940,62919,24163,132752.0,204.0,63119.0,436733.0,1258388.0,2658191.0,316515.0,Dakshin Dinajpur,203,0,86,,3496,10745,0,76,1368.0,1.0,386.0,,25867.0,43009.0,0,1670931,,,,20597,179,19054,,1188323,889292,0,0,2022-01-17T23:55:54.442889+05:30,96906000,,,,1907084,20121,1728340,22362613,68283725,46259654,316515,0,0.0,0
5,5,5,5,5,2022-01-17,WB,9385,33,11034,35515,181430,649940,62919,24163,132752.0,204.0,63119.0,436733.0,1258388.0,2658191.0,316515.0,Darjeeling,173,0,224,,3837,4674,0,183,3030.0,2.0,1034.0,,27258.0,20194.0,0,1842034,,,,63172,557,59414,,1467525,1196917,0,0,2022-01-17T23:55:54.442889+05:30,96906000,,,,1907084,20121,1728340,22362613,68283725,46259654,316515,0,0.0,0
6,6,6,6,6,2022-01-17,WB,9385,33,11034,35515,181430,649940,62919,24163,132752.0,204.0,63119.0,436733.0,1258388.0,2658191.0,316515.0,Hooghly,552,1,584,,10252,42962,0,1032,7510.0,11.0,3233.0,,82779.0,209416.0,0,5520389,,,,103261,1060,93746,,3993899,2822888,0,0,2022-01-17T23:55:54.442889+05:30,96906000,,,,1907084,20121,1728340,22362613,68283725,46259654,316515,0,0.0,0
7,7,7,7,7,2022-01-17,WB,9385,33,11034,35515,181430,649940,62919,24163,132752.0,204.0,63119.0,436733.0,1258388.0,2658191.0,316515.0,Howrah,479,5,727,,7863,42848,0,2197,7854.0,23.0,4599.0,,44382.0,159103.0,0,4841638,,,,120942,1587,109050,,3453295,2544022,0,0,2022-01-17T23:55:54.442889+05:30,96906000,,,,1907084,20121,1728340,22362613,68283725,46259654,316515,0,0.0,0
8,8,8,8,8,2022-01-17,WB,9385,33,11034,35515,181430,649940,62919,24163,132752.0,204.0,63119.0,436733.0,1258388.0,2658191.0,316515.0,Jalpaiguri,76,1,113,,2707,11157,0,115,1555.0,5.0,508.0,,29816.0,71604.0,0,3869675,,,,45115,600,42912,,1633278,991297,0,0,2022-01-17T23:55:54.442889+05:30,96906000,,,,1907084,20121,1728340,22362613,68283725,46259654,316515,0,0.0,0
9,9,9,9,9,2022-01-17,WB,9385,33,11034,35515,181430,649940,62919,24163,132752.0,204.0,63119.0,436733.0,1258388.0,2658191.0,316515.0,Jhargram,101,0,85,,2920,10589,0,47,1201.0,1.0,434.0,,14331.0,18135.0,0,1136548,,,,14229,28,12948,,845514,556769,0,0,2022-01-17T23:55:54.442889+05:30,96906000,,,,1907084,20121,1728340,22362613,68283725,46259654,316515,0,0.0,0
