,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,0,0,2022-01-17,HR,9204.0,12,5631,32566,55944,71575,8797,2992.0,56215.0,39.0,23839.0,319337.0,443588.0,496177.0,68116.0,Ambala,401,1,407,,2179,1875,0,158.0,3443.0,6.0,1136.0,,13836.0,11547.0,0,1136784,,,,35206.0,519,30920,,1001359,906433,0,0,2022-01-18T23:32:11.928200+05:30,28672000,,,,856102.0,10116,791149,15339374,22071563,15945170,68116,0,0.0,0
1,1,1,1,1,2022-01-17,HR,9204.0,12,5631,32566,55944,71575,8797,2992.0,56215.0,39.0,23839.0,319337.0,443588.0,496177.0,68116.0,Bhiwani,75,0,64,,1729,2060,0,2.0,592.0,2.0,172.0,,13728.0,12651.0,0,1629109,,,,23159.0,654,21944,,873894,714677,0,0,2022-01-18T23:32:11.928200+05:30,28672000,,,,856102.0,10116,791149,15339374,22071563,15945170,68116,0,0.0,0
2,2,2,2,2,2022-01-17,HR,9204.0,12,5631,32566,55944,71575,8797,2992.0,56215.0,39.0,23839.0,319337.0,443588.0,496177.0,68116.0,Charkhi Dadri,53,0,30,,600,2865,0,5.0,322.0,0.0,91.0,,5479.0,10228.0,0,502276,,,,5446.0,139,5037,,417407,358478,0,0,2022-01-18T23:32:11.928200+05:30,28672000,,,,856102.0,10116,791149,15339374,22071563,15945170,68116,0,0.0,0
3,3,3,3,3,2022-01-17,HR,9204.0,12,5631,32566,55944,71575,8797,2992.0,56215.0,39.0,23839.0,319337.0,443588.0,496177.0,68116.0,Faridabad,1435,1,471,,5637,5065,0,422.0,8860.0,3.0,1932.0,,55954.0,41572.0,0,1798954,,,,113062.0,720,101514,,2000314,1455385,0,0,2022-01-18T23:32:11.928200+05:30,28672000,,,,856102.0,10116,791149,15339374,22071563,15945170,68116,0,0.0,0
4,4,4,4,4,2022-01-17,HR,9204.0,12,5631,32566,55944,71575,8797,2992.0,56215.0,39.0,23839.0,319337.0,443588.0,496177.0,68116.0,Fatehabad,96,1,71,,1519,2006,0,4.0,401.0,2.0,173.0,,11550.0,16248.0,0,941522,,,,18380.0,485,17584,,679801,440198,0,0,2022-01-18T23:32:11.928200+05:30,28672000,,,,856102.0,10116,791149,15339374,22071563,15945170,68116,0,0.0,0
5,5,5,5,5,2022-01-17,HR,9204.0,12,5631,32566,55944,71575,8797,2992.0,56215.0,39.0,23839.0,319337.0,443588.0,496177.0,68116.0,Gurugram,3448,2,2457,,6410,8089,0,1803.0,22192.0,7.0,10227.0,,51489.0,56400.0,0,1514085,,,,217831.0,934,194779,,2571138,2073047,0,0,2022-01-18T23:32:11.928200+05:30,28672000,,,,856102.0,10116,791149,15339374,22071563,15945170,68116,0,0.0,0
6,6,6,6,6,2022-01-17,HR,9204.0,12,5631,32566,55944,71575,8797,2992.0,56215.0,39.0,23839.0,319337.0,443588.0,496177.0,68116.0,Hisar,198,0,115,,3018,3360,0,22.0,1275.0,0.0,493.0,,22706.0,23393.0,0,1742815,,,,55665.0,1138,53404,,1268077,846191,0,0,2022-01-18T23:32:11.928200+05:30,28672000,,,,856102.0,10116,791149,15339374,22071563,15945170,68116,0,0.0,0
7,7,7,7,7,2022-01-17,HR,9204.0,12,5631,32566,55944,71575,8797,2992.0,56215.0,39.0,23839.0,319337.0,443588.0,496177.0,68116.0,Jhajjar,185,0,137,,2559,2872,0,28.0,1079.0,0.0,687.0,,18683.0,23382.0,0,956907,,,,20350.0,328,19286,,822155,592884,0,0,2022-01-18T23:32:11.928200+05:30,28672000,,,,856102.0,10116,791149,15339374,22071563,15945170,68116,0,0.0,0
8,8,8,8,8,2022-01-17,HR,9204.0,12,5631,32566,55944,71575,8797,2992.0,56215.0,39.0,23839.0,319337.0,443588.0,496177.0,68116.0,Jind,115,0,90,,2328,3169,0,12.0,688.0,2.0,296.0,,18976.0,21510.0,0,1332042,,,,22083.0,535,20983,,910920,592934,0,0,2022-01-18T23:32:11.928200+05:30,28672000,,,,856102.0,10116,791149,15339374,22071563,15945170,68116,0,0.0,0
9,9,9,9,9,2022-01-17,HR,9204.0,12,5631,32566,55944,71575,8797,2992.0,56215.0,39.0,23839.0,319337.0,443588.0,496177.0,68116.0,Kaithal,111,0,62,,1481,2257,0,9.0,524.0,1.0,177.0,,12595.0,11403.0,0,1072861,,,,11960.0,349,11083,,868123,615012,0,0,2022-01-18T23:32:11.928200+05:30,28672000,,,,856102.0,10116,791149,15339374,22071563,15945170,68116,0,0.0,0
10,10,10,10,10,2022-01-17,HR,9204.0,12,5631,32566,55944,71575,8797,2992.0,56215.0,39.0,23839.0,319337.0,443588.0,496177.0,68116.0,Karnal,284,4,166,,2673,3291,0,70.0,2646.0,4.0,957.0,,22757.0,23039.0,0,1506323,,,,43712.0,559,40553,,1231806,889065,0,0,2022-01-18T23:32:11.928200+05:30,28672000,,,,856102.0,10116,791149,15339374,22071563,15945170,68116,0,0.0,0
11,11,11,11,11,2022-01-17,HR,9204.0,12,5631,32566,55944,71575,8797,2992.0,56215.0,39.0,23839.0,319337.0,443588.0,496177.0,68116.0,Kurukshetra,196,1,142,,2096,4249,0,47.0,982.0,1.0,610.0,,15311.0,18254.0,0,964231,,,,23532.0,359,22516,,746096,533130,0,0,2022-01-18T23:32:11.928200+05:30,28672000,,,,856102.0,10116,791149,15339374,22071563,15945170,68116,0,0.0,0
12,12,12,12,12,2022-01-17,HR,9204.0,12,5631,32566,55944,71575,8797,2992.0,56215.0,39.0,23839.0,319337.0,443588.0,496177.0,68116.0,Mahendragarh,78,0,51,,1281,1607,0,8.0,309.0,0.0,91.0,,9576.0,10806.0,0,921680,,,,22066.0,156,21637,,695569,512452,0,0,2022-01-18T23:32:11.928200+05:30,28672000,,,,856102.0,10116,791149,15339374,22071563,15945170,68116,0,0.0,0
13,13,13,13,13,2022-01-17,HR,9204.0,12,5631,32566,55944,71575,8797,2992.0,56215.0,39.0,23839.0,319337.0,443588.0,496177.0,68116.0,Nuh,26,0,19,,1578,3113,0,7.0,167.0,0.0,130.0,,17540.0,27970.0,0,1089406,,,,5257.0,123,5029,,714897,282075,0,0,2022-01-18T23:32:11.928200+05:30,28672000,,,,856102.0,10116,791149,15339374,22071563,15945170,68116,0,0.0,0
14,14,14,14,14,2022-01-17,HR,9204.0,12,5631,32566,55944,71575,8797,2992.0,56215.0,39.0,23839.0,319337.0,443588.0,496177.0,68116.0,Palwal,24,0,13,,3260,4478,0,2.0,145.0,0.0,48.0,,21359.0,26482.0,0,1040493,,,,11237.0,153,10929,,791231,523481,0,0,2022-01-18T23:32:11.928200+05:30,28672000,,,,856102.0,10116,791149,15339374,22071563,15945170,68116,0,0.0,0
15,15,15,15,15,2022-01-17,HR,9204.0,12,5631,32566,55944,71575,8797,2992.0,56215.0,39.0,23839.0,319337.0,443588.0,496177.0,68116.0,Panchkula,649,0,601,,1429,1460,0,149.0,4194.0,2.0,2911.0,,12379.0,11820.0,0,558890,,,,37204.0,384,33926,,538029,448501,0,0,2022-01-18T23:32:11.928200+05:30,28672000,,,,856102.0,10116,791149,15339374,22071563,15945170,68116,0,0.0,0
16,16,16,16,16,2022-01-17,HR,9204.0,12,5631,32566,55944,71575,8797,2992.0,56215.0,39.0,23839.0,319337.0,443588.0,496177.0,68116.0,Panipat,267,0,131,,2951,3860,0,43.0,1465.0,0.0,437.0,,22522.0,28696.0,0,1202811,,,,33049.0,638,30998,,1083713,704982,0,0,2022-01-18T23:32:11.928200+05:30,28672000,,,,856102.0,10116,791149,15339374,22071563,15945170,68116,0,0.0,0
17,17,17,17,17,2022-01-17,HR,9204.0,12,5631,32566,55944,71575,8797,2992.0,56215.0,39.0,23839.0,319337.0,443588.0,496177.0,68116.0,Rewari,238,0,123,,1418,1527,0,20.0,797.0,0.0,470.0,,12634.0,12538.0,0,896129,,,,21394.0,221,20596,,787204,614692,0,0,2022-01-18T23:32:11.928200+05:30,28672000,,,,856102.0,10116,791149,15339374,22071563,15945170,68116,0,0.0,0
18,18,18,18,18,2022-01-17,HR,9204.0,12,5631,32566,55944,71575,8797,2992.0,56215.0,39.0,23839.0,319337.0,443588.0,496177.0,68116.0,Rohtak,261,0,135,,2521,3307,0,51.0,1274.0,0.0,642.0,,17341.0,21414.0,0,1058683,,,,27781.0,534,26022,,859157,591296,0,0,2022-01-18T23:32:11.928200+05:30,28672000,,,,856102.0,10116,791149,15339374,22071563,15945170,68116,0,0.0,0
19,19,19,19,19,2022-01-17,HR,9204.0,12,5631,32566,55944,71575,8797,2992.0,56215.0,39.0,23839.0,319337.0,443588.0,496177.0,68116.0,Sirsa,110,0,92,,2592,2299,0,5.0,832.0,2.0,358.0,,17374.0,15473.0,0,1295114,,,,30315.0,511,29162,,1037394,728900,0,0,2022-01-18T23:32:11.928200+05:30,28672000,,,,856102.0,10116,791149,15339374,22071563,15945170,68116,0,0.0,0
20,20,20,20,20,2022-01-17,HR,9204.0,12,5631,32566,55944,71575,8797,2992.0,56215.0,39.0,23839.0,319337.0,443588.0,496177.0,68116.0,Sonipat,799,0,252,,4321,3606,0,74.0,2984.0,2.0,1366.0,,30078.0,29257.0,0,1480080,,,,51304.0,256,48500,,1219771,832536,0,0,2022-01-18T23:32:11.928200+05:30,28672000,,,,856102.0,10116,791149,15339374,22071563,15945170,68116,0,0.0,0
21,21,21,21,21,2022-01-17,HR,9204.0,12,5631,32566,55944,71575,8797,2992.0,56215.0,39.0,23839.0,319337.0,443588.0,496177.0,68116.0,Yamunanagar,155,2,2,,2364,5160,0,51.0,1044.0,5.0,435.0,,19721.0,42094.0,0,1214162,,,,26109.0,421,24747,,953508,688821,0,0,2022-01-18T23:32:11.928200+05:30,28672000,,,,856102.0,10116,791149,15339374,22071563,15945170,68116,0,0.0,0
