,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,0,0,2022-01-17,DL,12527,24,18340,44762,86803,45473,18834,14537,153601.0,210.0,135215.0,544403.0,576736.0,285067.0,147354.0,Central Delhi,,,,,5437,3911,0,,,,,,42489.0,23203.0,0,0,,,,,,,,1498895,1005283,0,0,2022-01-18 12:43:13.699310,19814000,2022-01-18 12:43:13.699310,,,1722497,25387,1613128,34104825,16592833,11974382,147354,0,0.0,0
1,1,1,1,1,2022-01-17,DL,12527,24,18340,44762,86803,45473,18834,14537,153601.0,210.0,135215.0,544403.0,576736.0,285067.0,147354.0,East Delhi,,,,,6505,3353,0,,,,,,52268.0,23102.0,0,0,,,,,,,,1274813,991331,0,0,2022-01-18 12:43:13.699310,19814000,2022-01-18 12:43:13.699310,,,1722497,25387,1613128,34104825,16592833,11974382,147354,0,0.0,0
2,2,2,2,2,2022-01-17,DL,12527,24,18340,44762,86803,45473,18834,14537,153601.0,210.0,135215.0,544403.0,576736.0,285067.0,147354.0,New Delhi,,,,,3889,2743,0,,,,,,29985.0,16277.0,0,0,,,,,,,,1077128,904476,0,0,2022-01-18 12:43:13.699310,19814000,2022-01-18 12:43:13.699310,,,1722497,25387,1613128,34104825,16592833,11974382,147354,0,0.0,0
3,3,3,3,3,2022-01-17,DL,12527,24,18340,44762,86803,45473,18834,14537,153601.0,210.0,135215.0,544403.0,576736.0,285067.0,147354.0,North Delhi,,,,,10313,5649,0,,,,,,55225.0,35302.0,0,0,,,,,,,,1564878,1108386,0,0,2022-01-18 12:43:13.699310,19814000,2022-01-18 12:43:13.699310,,,1722497,25387,1613128,34104825,16592833,11974382,147354,0,0.0,0
4,4,4,4,4,2022-01-17,DL,12527,24,18340,44762,86803,45473,18834,14537,153601.0,210.0,135215.0,544403.0,576736.0,285067.0,147354.0,North East Delhi,,,,,5526,3091,0,,,,,,38820.0,21647.0,0,0,,,,,,,,1344968,779922,0,0,2022-01-18 12:43:13.699310,19814000,2022-01-18 12:43:13.699310,,,1722497,25387,1613128,34104825,16592833,11974382,147354,0,0.0,0
5,5,5,5,5,2022-01-17,DL,12527,24,18340,44762,86803,45473,18834,14537,153601.0,210.0,135215.0,544403.0,576736.0,285067.0,147354.0,North West Delhi,,,,,14724,5166,0,,,,,,87836.0,32503.0,0,0,,,,,,,,1991577,1362753,0,0,2022-01-18 12:43:13.699310,19814000,2022-01-18 12:43:13.699310,,,1722497,25387,1613128,34104825,16592833,11974382,147354,0,0.0,0
6,6,6,6,6,2022-01-17,DL,12527,24,18340,44762,86803,45473,18834,14537,153601.0,210.0,135215.0,544403.0,576736.0,285067.0,147354.0,Shahdara,,,,,5296,2807,0,,,,,,40754.0,16111.0,0,0,,,,,,,,1175144,815580,0,0,2022-01-18 12:43:13.699310,19814000,2022-01-18 12:43:13.699310,,,1722497,25387,1613128,34104825,16592833,11974382,147354,0,0.0,0
7,7,7,7,7,2022-01-17,DL,12527,24,18340,44762,86803,45473,18834,14537,153601.0,210.0,135215.0,544403.0,576736.0,285067.0,147354.0,South Delhi,,,,,6935,3085,0,,,,,,38516.0,19133.0,0,0,,,,,,,,1444456,1041613,0,0,2022-01-18 12:43:13.699310,19814000,2022-01-18 12:43:13.699310,,,1722497,25387,1613128,34104825,16592833,11974382,147354,0,0.0,0
8,8,8,8,8,2022-01-17,DL,12527,24,18340,44762,86803,45473,18834,14537,153601.0,210.0,135215.0,544403.0,576736.0,285067.0,147354.0,South East Delhi,,,,,6909,4332,0,,,,,,58366.0,28683.0,0,0,,,,,,,,1587727,1169706,0,0,2022-01-18 12:43:13.699310,19814000,2022-01-18 12:43:13.699310,,,1722497,25387,1613128,34104825,16592833,11974382,147354,0,0.0,0
9,9,9,9,9,2022-01-17,DL,12527,24,18340,44762,86803,45473,18834,14537,153601.0,210.0,135215.0,544403.0,576736.0,285067.0,147354.0,South West Delhi,,,,,11383,6069,0,,,,,,73667.0,38145.0,0,0,,,,,,,,1881163,1470790,0,0,2022-01-18 12:43:13.699310,19814000,2022-01-18 12:43:13.699310,,,1722497,25387,1613128,34104825,16592833,11974382,147354,0,0.0,0
