,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,0,0,2022-01-17,SK,217,0,194,0,961,429,1324,39,2098.0,3.0,397.0,,8433.0,2473.0,8098.0,East Sikkim,,,,,646,273,0,,,,,,2952.0,1110.0,0,281293,,,,,,,,275978,251368,0,0,2022-01-18 12:43:13.699310,664000,,,,34929,413,32504,,551458,487669,8098,0,0.0,0
1,1,1,1,1,2022-01-17,SK,217,0,194,0,961,429,1324,39,2098.0,3.0,397.0,,8433.0,2473.0,8098.0,North Sikkim,,,,,71,0,0,,,,,,885.0,173.0,0,43354,,,,,,,,35388,29224,0,0,2022-01-18 12:43:13.699310,664000,,,,34929,413,32504,,551458,487669,8098,0,0.0,0
2,2,2,2,2,2022-01-17,SK,217,0,194,0,961,429,1324,39,2098.0,3.0,397.0,,8433.0,2473.0,8098.0,South Sikkim,,,,,142,112,0,,,,,,1487.0,563.0,0,146742,,,,,,,,128034,112166,0,0,2022-01-18 12:43:13.699310,664000,,,,34929,413,32504,,551458,487669,8098,0,0.0,0
3,3,3,3,3,2022-01-17,SK,217,0,194,0,961,429,1324,39,2098.0,3.0,397.0,,8433.0,2473.0,8098.0,Unknown,217.0,0.0,194.0,,0,0,0,39.0,2098.0,3.0,397.0,,0.0,0.0,0,0,,,,34929.0,413.0,32504.0,,0,0,0,0,2022-01-18 12:43:13.699310,664000,,,,34929,413,32504,,551458,487669,8098,0,0.0,0
4,4,4,4,4,2022-01-17,SK,217,0,194,0,961,429,1324,39,2098.0,3.0,397.0,,8433.0,2473.0,8098.0,West Sikkim,,,,,102,44,0,,,,,,3109.0,627.0,0,136299,,,,,,,,112058,94911,0,0,2022-01-18 12:43:13.699310,664000,,,,34929,413,32504,,551458,487669,8098,0,0.0,0
