,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,0,0,2022-01-17,UP,15553,9,12402,0,1381763,1389015,57297,2137,103804.0,40.0,31094.0,,9317193.0,8651595.0,466829.0,Agra,,,,,26588,12374,0,,,,,,181771.0,84614.0,0,4380793,,,,,,,,3241944,1847023,0,0,2022-01-18 12:43:13.699310,224979000,,,,1849665,22972,1720077,,145213428,88611312,466829,0,0.0,0
1,1,1,1,1,2022-01-17,UP,15553,9,12402,0,1381763,1389015,57297,2137,103804.0,40.0,31094.0,,9317193.0,8651595.0,466829.0,Aligarh,,,,,35230,13670,0,,,,,,170303.0,93469.0,0,3673849,,,,,,,,2656819,1495722,0,0,2022-01-18 12:43:13.699310,224979000,,,,1849665,22972,1720077,,145213428,88611312,466829,0,0.0,0
2,2,2,2,2,2022-01-17,UP,15553,9,12402,0,1381763,1389015,57297,2137,103804.0,40.0,31094.0,,9317193.0,8651595.0,466829.0,Ambedkar Nagar,,,,,6386,14749,0,,,,,,58062.0,83820.0,0,2398709,,,,,,,,1785934,1017969,0,0,2022-01-18 12:43:13.699310,224979000,,,,1849665,22972,1720077,,145213428,88611312,466829,0,0.0,0
3,3,3,3,3,2022-01-17,UP,15553,9,12402,0,1381763,1389015,57297,2137,103804.0,40.0,31094.0,,9317193.0,8651595.0,466829.0,Amethi,,,,,6228,6588,0,,,,,,69240.0,45348.0,0,2549935,,,,,,,,1372966,885478,0,0,2022-01-18 12:43:13.699310,224979000,,,,1849665,22972,1720077,,145213428,88611312,466829,0,0.0,0
4,4,4,4,4,2022-01-17,UP,15553,9,12402,0,1381763,1389015,57297,2137,103804.0,40.0,31094.0,,9317193.0,8651595.0,466829.0,Amroha,,,,,7490,13703,0,,,,,,65411.0,75309.0,0,1838771,,,,,,,,1170099,754124,0,0,2022-01-18 12:43:13.699310,224979000,,,,1849665,22972,1720077,,145213428,88611312,466829,0,0.0,0
5,5,5,5,5,2022-01-17,UP,15553,9,12402,0,1381763,1389015,57297,2137,103804.0,40.0,31094.0,,9317193.0,8651595.0,466829.0,Auraiya,,,,,9789,13553,0,,,,,,66266.0,48714.0,0,1372287,,,,,,,,965242,531529,0,0,2022-01-18 12:43:13.699310,224979000,,,,1849665,22972,1720077,,145213428,88611312,466829,0,0.0,0
6,6,6,6,6,2022-01-17,UP,15553,9,12402,0,1381763,1389015,57297,2137,103804.0,40.0,31094.0,,9317193.0,8651595.0,466829.0,Ayodhya,,,,,8914,9358,0,,,,,,68282.0,65424.0,0,2468371,,,,,,,,1853692,1111084,0,0,2022-01-18 12:43:13.699310,224979000,,,,1849665,22972,1720077,,145213428,88611312,466829,0,0.0,0
7,7,7,7,7,2022-01-17,UP,15553,9,12402,0,1381763,1389015,57297,2137,103804.0,40.0,31094.0,,9317193.0,8651595.0,466829.0,Azamgarh,,,,,18843,29806,0,,,,,,158372.0,210103.0,0,4616509,,,,,,,,3731366,2072893,0,0,2022-01-18 12:43:13.699310,224979000,,,,1849665,22972,1720077,,145213428,88611312,466829,0,0.0,0
8,8,8,8,8,2022-01-17,UP,15553,9,12402,0,1381763,1389015,57297,2137,103804.0,40.0,31094.0,,9317193.0,8651595.0,466829.0,Baghpat,,,,,3745,5900,0,,,,,,45903.0,30059.0,0,1302156,,,,,,,,938111,697509,0,0,2022-01-18 12:43:13.699310,224979000,,,,1849665,22972,1720077,,145213428,88611312,466829,0,0.0,0
9,9,9,9,9,2022-01-17,UP,15553,9,12402,0,1381763,1389015,57297,2137,103804.0,40.0,31094.0,,9317193.0,8651595.0,466829.0,Bahraich,,,,,21614,23362,0,,,,,,152438.0,176884.0,0,2384239,,,,,,,,2480765,1576749,0,0,2022-01-18 12:43:13.699310,224979000,,,,1849665,22972,1720077,,145213428,88611312,466829,0,0.0,0
10,10,10,10,10,2022-01-17,UP,15553,9,12402,0,1381763,1389015,57297,2137,103804.0,40.0,31094.0,,9317193.0,8651595.0,466829.0,Ballia,,,,,86651,12816,0,,,,,,410734.0,144741.0,0,3223642,,,,,,,,2246073,1396473,0,0,2022-01-18 12:43:13.699310,224979000,,,,1849665,22972,1720077,,145213428,88611312,466829,0,0.0,0
11,11,11,11,11,2022-01-17,UP,15553,9,12402,0,1381763,1389015,57297,2137,103804.0,40.0,31094.0,,9317193.0,8651595.0,466829.0,Balrampur,,,,,20812,10874,0,,,,,,122983.0,87239.0,0,2149066,,,,,,,,1548428,953665,0,0,2022-01-18 12:43:13.699310,224979000,,,,1849665,22972,1720077,,145213428,88611312,466829,0,0.0,0
12,12,12,12,12,2022-01-17,UP,15553,9,12402,0,1381763,1389015,57297,2137,103804.0,40.0,31094.0,,9317193.0,8651595.0,466829.0,Banda,,,,,9648,7055,0,,,,,,63410.0,58044.0,0,1799541,,,,,,,,1290796,752885,0,0,2022-01-18 12:43:13.699310,224979000,,,,1849665,22972,1720077,,145213428,88611312,466829,0,0.0,0
13,13,13,13,13,2022-01-17,UP,15553,9,12402,0,1381763,1389015,57297,2137,103804.0,40.0,31094.0,,9317193.0,8651595.0,466829.0,Barabanki,,,,,11069,30076,0,,,,,,79623.0,129143.0,0,3257983,,,,,,,,2207309,1380655,0,0,2022-01-18 12:43:13.699310,224979000,,,,1849665,22972,1720077,,145213428,88611312,466829,0,0.0,0
14,14,14,14,14,2022-01-17,UP,15553,9,12402,0,1381763,1389015,57297,2137,103804.0,40.0,31094.0,,9317193.0,8651595.0,466829.0,Bareilly,,,,,26851,34791,0,,,,,,183501.0,240711.0,0,4465344,,,,,,,,3227702,2053891,0,0,2022-01-18 12:43:13.699310,224979000,,,,1849665,22972,1720077,,145213428,88611312,466829,0,0.0,0
15,15,15,15,15,2022-01-17,UP,15553,9,12402,0,1381763,1389015,57297,2137,103804.0,40.0,31094.0,,9317193.0,8651595.0,466829.0,Basti,,,,,20958,9402,0,,,,,,374095.0,144250.0,0,2461056,,,,,,,,1926983,1179819,0,0,2022-01-18 12:43:13.699310,224979000,,,,1849665,22972,1720077,,145213428,88611312,466829,0,0.0,0
16,16,16,16,16,2022-01-17,UP,15553,9,12402,0,1381763,1389015,57297,2137,103804.0,40.0,31094.0,,9317193.0,8651595.0,466829.0,Bhadohi,,,,,10447,12169,0,,,,,,52066.0,63677.0,0,1554203,,,,,,,,1135951,669769,0,0,2022-01-18 12:43:13.699310,224979000,,,,1849665,22972,1720077,,145213428,88611312,466829,0,0.0,0
17,17,17,17,17,2022-01-17,UP,15553,9,12402,0,1381763,1389015,57297,2137,103804.0,40.0,31094.0,,9317193.0,8651595.0,466829.0,Bijnor,,,,,15195,24418,0,,,,,,111152.0,184059.0,0,3683896,,,,,,,,2564680,1550482,0,0,2022-01-18 12:43:13.699310,224979000,,,,1849665,22972,1720077,,145213428,88611312,466829,0,0.0,0
18,18,18,18,18,2022-01-17,UP,15553,9,12402,0,1381763,1389015,57297,2137,103804.0,40.0,31094.0,,9317193.0,8651595.0,466829.0,Budaun,,,,,25544,21788,0,,,,,,165809.0,169984.0,0,3712738,,,,,,,,2407171,1378152,0,0,2022-01-18 12:43:13.699310,224979000,,,,1849665,22972,1720077,,145213428,88611312,466829,0,0.0,0
19,19,19,19,19,2022-01-17,UP,15553,9,12402,0,1381763,1389015,57297,2137,103804.0,40.0,31094.0,,9317193.0,8651595.0,466829.0,Bulandshahr,,,,,17686,17219,0,,,,,,137874.0,91170.0,0,3498507,,,,,,,,2433953,1409913,0,0,2022-01-18 12:43:13.699310,224979000,,,,1849665,22972,1720077,,145213428,88611312,466829,0,0.0,0
20,20,20,20,20,2022-01-17,UP,15553,9,12402,0,1381763,1389015,57297,2137,103804.0,40.0,31094.0,,9317193.0,8651595.0,466829.0,Chandauli,,,,,17656,10983,0,,,,,,89421.0,86424.0,0,1952713,,,,,,,,1401295,867317,0,0,2022-01-18 12:43:13.699310,224979000,,,,1849665,22972,1720077,,145213428,88611312,466829,0,0.0,0
21,21,21,21,21,2022-01-17,UP,15553,9,12402,0,1381763,1389015,57297,2137,103804.0,40.0,31094.0,,9317193.0,8651595.0,466829.0,Chitrakoot,,,,,5405,7575,0,,,,,,44400.0,39315.0,0,990626,,,,,,,,691001,396646,0,0,2022-01-18 12:43:13.699310,224979000,,,,1849665,22972,1720077,,145213428,88611312,466829,0,0.0,0
22,22,22,22,22,2022-01-17,UP,15553,9,12402,0,1381763,1389015,57297,2137,103804.0,40.0,31094.0,,9317193.0,8651595.0,466829.0,Deoria,,,,,17851,18699,0,,,,,,109962.0,104805.0,0,3098637,,,,,,,,2001709,1438108,0,0,2022-01-18 12:43:13.699310,224979000,,,,1849665,22972,1720077,,145213428,88611312,466829,0,0.0,0
23,23,23,23,23,2022-01-17,UP,15553,9,12402,0,1381763,1389015,57297,2137,103804.0,40.0,31094.0,,9317193.0,8651595.0,466829.0,Etah,,,,,7156,9007,0,,,,,,49154.0,70131.0,0,1761152,,,,,,,,1215118,756464,0,0,2022-01-18 12:43:13.699310,224979000,,,,1849665,22972,1720077,,145213428,88611312,466829,0,0.0,0
24,24,24,24,24,2022-01-17,UP,15553,9,12402,0,1381763,1389015,57297,2137,103804.0,40.0,31094.0,,9317193.0,8651595.0,466829.0,Etawah,,,,,5453,12530,0,,,,,,35715.0,87880.0,0,1579160,,,,,,,,1269314,709902,0,0,2022-01-18 12:43:13.699310,224979000,,,,1849665,22972,1720077,,145213428,88611312,466829,0,0.0,0
25,25,25,25,25,2022-01-17,UP,15553,9,12402,0,1381763,1389015,57297,2137,103804.0,40.0,31094.0,,9317193.0,8651595.0,466829.0,Farrukhabad,,,,,16010,18624,0,,,,,,95317.0,99596.0,0,1887577,,,,,,,,1273101,701687,0,0,2022-01-18 12:43:13.699310,224979000,,,,1849665,22972,1720077,,145213428,88611312,466829,0,0.0,0
26,26,26,26,26,2022-01-17,UP,15553,9,12402,0,1381763,1389015,57297,2137,103804.0,40.0,31094.0,,9317193.0,8651595.0,466829.0,Fatehpur,,,,,17469,19701,0,,,,,,113918.0,200502.0,0,2632684,,,,,,,,1787468,1224977,0,0,2022-01-18 12:43:13.699310,224979000,,,,1849665,22972,1720077,,145213428,88611312,466829,0,0.0,0
27,27,27,27,27,2022-01-17,UP,15553,9,12402,0,1381763,1389015,57297,2137,103804.0,40.0,31094.0,,9317193.0,8651595.0,466829.0,Firozabad,,,,,11791,34250,0,,,,,,83717.0,164573.0,0,2496761,,,,,,,,1809084,1010151,0,0,2022-01-18 12:43:13.699310,224979000,,,,1849665,22972,1720077,,145213428,88611312,466829,0,0.0,0
28,28,28,28,28,2022-01-17,UP,15553,9,12402,0,1381763,1389015,57297,2137,103804.0,40.0,31094.0,,9317193.0,8651595.0,466829.0,Gautam Buddha Nagar,,,,,10173,5366,0,,,,,,66025.0,35257.0,0,1674714,,,,,,,,2081301,1451796,0,0,2022-01-18 12:43:13.699310,224979000,,,,1849665,22972,1720077,,145213428,88611312,466829,0,0.0,0
29,29,29,29,29,2022-01-17,UP,15553,9,12402,0,1381763,1389015,57297,2137,103804.0,40.0,31094.0,,9317193.0,8651595.0,466829.0,Ghaziabad,,,,,16190,15098,0,,,,,,96374.0,77034.0,0,4661452,,,,,,,,2908544,1955391,0,0,2022-01-18 12:43:13.699310,224979000,,,,1849665,22972,1720077,,145213428,88611312,466829,0,0.0,0
30,30,30,30,30,2022-01-17,UP,15553,9,12402,0,1381763,1389015,57297,2137,103804.0,40.0,31094.0,,9317193.0,8651595.0,466829.0,Ghazipur,,,,,49230,54713,0,,,,,,355177.0,390022.0,0,3622727,,,,,,,,2829720,1591122,0,0,2022-01-18 12:43:13.699310,224979000,,,,1849665,22972,1720077,,145213428,88611312,466829,0,0.0,0
31,31,31,31,31,2022-01-17,UP,15553,9,12402,0,1381763,1389015,57297,2137,103804.0,40.0,31094.0,,9317193.0,8651595.0,466829.0,Gonda,,,,,12124,22820,0,,,,,,122697.0,123445.0,0,3431386,,,,,,,,2435547,1428125,0,0,2022-01-18 12:43:13.699310,224979000,,,,1849665,22972,1720077,,145213428,88611312,466829,0,0.0,0
32,32,32,32,32,2022-01-17,UP,15553,9,12402,0,1381763,1389015,57297,2137,103804.0,40.0,31094.0,,9317193.0,8651595.0,466829.0,Gorakhpur,,,,,48605,14159,0,,,,,,336611.0,82908.0,0,4436275,,,,,,,,3280598,1969890,0,0,2022-01-18 12:43:13.699310,224979000,,,,1849665,22972,1720077,,145213428,88611312,466829,0,0.0,0
33,33,33,33,33,2022-01-17,UP,15553,9,12402,0,1381763,1389015,57297,2137,103804.0,40.0,31094.0,,9317193.0,8651595.0,466829.0,Hamirpur,,,,,4195,5877,0,,,,,,39449.0,19807.0,0,1104021,,,,,,,,790174,448120,0,0,2022-01-18 12:43:13.699310,224979000,,,,1849665,22972,1720077,,145213428,88611312,466829,0,0.0,0
34,34,34,34,34,2022-01-17,UP,15553,9,12402,0,1381763,1389015,57297,2137,103804.0,40.0,31094.0,,9317193.0,8651595.0,466829.0,Hapur,,,,,6023,7196,0,,,,,,51090.0,58030.0,0,1338211,,,,,,,,953321,590893,0,0,2022-01-18 12:43:13.699310,224979000,,,,1849665,22972,1720077,,145213428,88611312,466829,0,0.0,0
35,35,35,35,35,2022-01-17,UP,15553,9,12402,0,1381763,1389015,57297,2137,103804.0,40.0,31094.0,,9317193.0,8651595.0,466829.0,Hardoi,,,,,43253,41820,0,,,,,,208641.0,198083.0,0,4091380,,,,,,,,2666115,1794240,0,0,2022-01-18 12:43:13.699310,224979000,,,,1849665,22972,1720077,,145213428,88611312,466829,0,0.0,0
36,36,36,36,36,2022-01-17,UP,15553,9,12402,0,1381763,1389015,57297,2137,103804.0,40.0,31094.0,,9317193.0,8651595.0,466829.0,Hathras,,,,,10536,14079,0,,,,,,75696.0,69254.0,0,1565678,,,,,,,,1103472,704217,0,0,2022-01-18 12:43:13.699310,224979000,,,,1849665,22972,1720077,,145213428,88611312,466829,0,0.0,0
37,37,37,37,37,2022-01-17,UP,15553,9,12402,0,1381763,1389015,57297,2137,103804.0,40.0,31094.0,,9317193.0,8651595.0,466829.0,Jalaun,,,,,21467,15988,0,,,,,,89868.0,106283.0,0,1670718,,,,,,,,1156542,719869,0,0,2022-01-18 12:43:13.699310,224979000,,,,1849665,22972,1720077,,145213428,88611312,466829,0,0.0,0
38,38,38,38,38,2022-01-17,UP,15553,9,12402,0,1381763,1389015,57297,2137,103804.0,40.0,31094.0,,9317193.0,8651595.0,466829.0,Jaunpur,,,,,20486,39377,0,,,,,,160618.0,283550.0,0,4476072,,,,,,,,3492388,2175264,0,0,2022-01-18 12:43:13.699310,224979000,,,,1849665,22972,1720077,,145213428,88611312,466829,0,0.0,0
39,39,39,39,39,2022-01-17,UP,15553,9,12402,0,1381763,1389015,57297,2137,103804.0,40.0,31094.0,,9317193.0,8651595.0,466829.0,Jhansi,,,,,9452,14435,0,,,,,,87606.0,51415.0,0,2000755,,,,,,,,1563117,889305,0,0,2022-01-18 12:43:13.699310,224979000,,,,1849665,22972,1720077,,145213428,88611312,466829,0,0.0,0
40,40,40,40,40,2022-01-17,UP,15553,9,12402,0,1381763,1389015,57297,2137,103804.0,40.0,31094.0,,9317193.0,8651595.0,466829.0,Kannauj,,,,,8002,9919,0,,,,,,62272.0,74638.0,0,1658005,,,,,,,,1279347,725749,0,0,2022-01-18 12:43:13.699310,224979000,,,,1849665,22972,1720077,,145213428,88611312,466829,0,0.0,0
41,41,41,41,41,2022-01-17,UP,15553,9,12402,0,1381763,1389015,57297,2137,103804.0,40.0,31094.0,,9317193.0,8651595.0,466829.0,Kanpur Dehat,,,,,11175,10898,0,,,,,,73052.0,62871.0,0,1795092,,,,,,,,1312246,834791,0,0,2022-01-18 12:43:13.699310,224979000,,,,1849665,22972,1720077,,145213428,88611312,466829,0,0.0,0
42,42,42,42,42,2022-01-17,UP,15553,9,12402,0,1381763,1389015,57297,2137,103804.0,40.0,31094.0,,9317193.0,8651595.0,466829.0,Kanpur Nagar,,,,,18043,23947,0,,,,,,128332.0,133395.0,0,4572951,,,,,,,,3223130,1992732,0,0,2022-01-18 12:43:13.699310,224979000,,,,1849665,22972,1720077,,145213428,88611312,466829,0,0.0,0
