"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","2","2","71013","1","4907","75914","0"
"Bageshwar","0","2","39826","0","2161","41983","0"
"Chamoli","1","8","51965","0","3368","55331","0"
"Champawat","1","1","65657","0","1993","67647","0"
"Dehradun","223","196","421339","4","38920","460124","16"
"Haridwar","150","87","328492","1","14076","342538","8"
"Nainital","80","74","109599","1","13476","123005","0"
"Pauri Garhwal","21","13","109625","0","5595","115213","7"
"Pithoragarh","0","0","44763","0","2755","47506","0"
"Rudraprayag","22","43","31697","0","3060","34757","0"
"Tehri Garhwal","61","39","50570","0","2624","53187","4"
"US Nagar","32","5","163908","0","9332","173216","0"
"Uttarkashi","19","4","47787","0","1923","49708","0"
"Total","612","474","1536241","7","104190","1640129","35"
