TT|2022-05-08 07:55:11.039195|GetSource|ERR|File Not Found
TT|2022-05-08 09:55:11.068590|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-05-08 09:55:23.917533|ExtractFromHTML|OK|COMPLETED
TT|2022-05-08 11:55:11.473661|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-05-08 11:55:25.085371|ExtractFromHTML|OK|COMPLETED
TT|2022-05-08 19:55:10.410581|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-05-08 19:55:37.081666|ExtractFromHTML|OK|COMPLETED
TT|2022-05-08 20:55:09.578671|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-05-08 20:55:27.462709|ExtractFromHTML|OK|COMPLETED
TT|2022-05-08 21:55:10.062818|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-05-08 21:55:26.521524|ExtractFromHTML|OK|COMPLETED
TT|2022-05-08 22:55:10.335218|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-05-08 22:55:28.149000|ExtractFromHTML|OK|COMPLETED
TT|2022-05-08 23:55:10.106611|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-05-08 23:55:26.901661|ExtractFromHTML|OK|COMPLETED
TT|2022-05-09 07:55:09.501535|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
