Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,Column 19
2022-06-23,JK,Srinagar,2022-06-23 17:00:00+05:30,https://twitter.com/diprjk,,102782,908,101824,,2022-06-23 19:55:54.488220,2022-06-23 17:00:00+05:30,https://twitter.com/diprjk,,454623,4755,449648,25694207,
2022-06-23,JK,Baramulla,2022-06-23 17:00:00+05:30,https://twitter.com/diprjk,,37674,304,37367,,2022-06-23 19:55:54.488220,2022-06-23 17:00:00+05:30,https://twitter.com/diprjk,,454623,4755,449648,25694207,
2022-06-23,JK,Budgam,2022-06-23 17:00:00+05:30,https://twitter.com/diprjk,,34858,237,34613,,2022-06-23 19:55:54.488220,2022-06-23 17:00:00+05:30,https://twitter.com/diprjk,,454623,4755,449648,25694207,
2022-06-23,JK,Pulwama,2022-06-23 17:00:00+05:30,https://twitter.com/diprjk,,18429,201,18228,,2022-06-23 19:55:54.488220,2022-06-23 17:00:00+05:30,https://twitter.com/diprjk,,454623,4755,449648,25694207,
2022-06-23,JK,Kupwara,2022-06-23 17:00:00+05:30,https://twitter.com/diprjk,,21774,174,21587,,2022-06-23 19:55:54.488220,2022-06-23 17:00:00+05:30,https://twitter.com/diprjk,,454623,4755,449648,25694207,
2022-06-23,JK,Anantnag,2022-06-23 17:00:00+05:30,https://twitter.com/diprjk,,22435,219,22216,,2022-06-23 19:55:54.488220,2022-06-23 17:00:00+05:30,https://twitter.com/diprjk,,454623,4755,449648,25694207,
2022-06-23,JK,Bandipora,2022-06-23 17:00:00+05:30,https://twitter.com/diprjk,,13688,119,13569,,2022-06-23 19:55:54.488220,2022-06-23 17:00:00+05:30,https://twitter.com/diprjk,,454623,4755,449648,25694207,
2022-06-23,JK,Ganderbal,2022-06-23 17:00:00+05:30,https://twitter.com/diprjk,,13628,84,13543,,2022-06-23 19:55:54.488220,2022-06-23 17:00:00+05:30,https://twitter.com/diprjk,,454623,4755,449648,25694207,
2022-06-23,JK,Kulgam,2022-06-23 17:00:00+05:30,https://twitter.com/diprjk,,16328,119,16205,,2022-06-23 19:55:54.488220,2022-06-23 17:00:00+05:30,https://twitter.com/diprjk,,454623,4755,449648,25694207,
2022-06-23,JK,Shopiyan,2022-06-23 17:00:00+05:30,https://twitter.com/diprjk,,6307,60,6247,,2022-06-23 19:55:54.488220,2022-06-23 17:00:00+05:30,https://twitter.com/diprjk,,454623,4755,449648,25694207,
2022-06-23,JK,Jammu,2022-06-23 17:00:00+05:30,https://twitter.com/diprjk,,76591,1226,75242,,2022-06-23 19:55:54.488220,2022-06-23 17:00:00+05:30,https://twitter.com/diprjk,,454623,4755,449648,25694207,
2022-06-23,JK,Udhampur,2022-06-23 17:00:00+05:30,https://twitter.com/diprjk,,14783,147,14629,,2022-06-23 19:55:54.488220,2022-06-23 17:00:00+05:30,https://twitter.com/diprjk,,454623,4755,449648,25694207,
2022-06-23,JK,Rajouri,2022-06-23 17:00:00+05:30,https://twitter.com/diprjk,,12813,249,12563,,2022-06-23 19:55:54.488220,2022-06-23 17:00:00+05:30,https://twitter.com/diprjk,,454623,4755,449648,25694207,
2022-06-23,JK,Doda,2022-06-23 17:00:00+05:30,https://twitter.com/diprjk,,11533,144,11389,,2022-06-23 19:55:54.488220,2022-06-23 17:00:00+05:30,https://twitter.com/diprjk,,454623,4755,449648,25694207,
2022-06-23,JK,Kathua,2022-06-23 17:00:00+05:30,https://twitter.com/diprjk,,11422,166,11254,,2022-06-23 19:55:54.488220,2022-06-23 17:00:00+05:30,https://twitter.com/diprjk,,454623,4755,449648,25694207,
2022-06-23,JK,Samba,2022-06-23 17:00:00+05:30,https://twitter.com/diprjk,,9100,125,8967,,2022-06-23 19:55:54.488220,2022-06-23 17:00:00+05:30,https://twitter.com/diprjk,,454623,4755,449648,25694207,
2022-06-23,JK,Kishtwar,2022-06-23 17:00:00+05:30,https://twitter.com/diprjk,,5895,46,5849,,2022-06-23 19:55:54.488220,2022-06-23 17:00:00+05:30,https://twitter.com/diprjk,,454623,4755,449648,25694207,
2022-06-23,JK,Punch,2022-06-23 17:00:00+05:30,https://twitter.com/diprjk,,7741,110,7631,,2022-06-23 19:55:54.488220,2022-06-23 17:00:00+05:30,https://twitter.com/diprjk,,454623,4755,449648,25694207,
2022-06-23,JK,Ramban,2022-06-23 17:00:00+05:30,https://twitter.com/diprjk,,8138,69,8069,,2022-06-23 19:55:54.488220,2022-06-23 17:00:00+05:30,https://twitter.com/diprjk,,454623,4755,449648,25694207,
2022-06-23,JK,Reasi,2022-06-23 17:00:00+05:30,https://twitter.com/diprjk,,8704,48,8656,,2022-06-23 19:55:54.488220,2022-06-23 17:00:00+05:30,https://twitter.com/diprjk,,454623,4755,449648,25694207,
