Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForState,cumulativeOtherNumberForDistrict
2022-06-23,HP,Bilaspur,2022-06-23 17:00:00+05:30,https://twitter.com/nhm_hp,,18261,95,18157,,2022-06-23 19:55:41.026130,2022-06-23 17:00:00+05:30,https://twitter.com/nhm_hp,,285594,4121,281222,,19,1
2022-06-23,HP,Chamba,2022-06-23 17:00:00+05:30,https://twitter.com/nhm_hp,,16162,172,15974,,2022-06-23 19:55:41.026130,2022-06-23 17:00:00+05:30,https://twitter.com/nhm_hp,,285594,4121,281222,,19,2
2022-06-23,HP,Hamirpur,2022-06-23 17:00:00+05:30,https://twitter.com/nhm_hp,,23400,330,23059,,2022-06-23 19:55:41.026130,2022-06-23 17:00:00+05:30,https://twitter.com/nhm_hp,,285594,4121,281222,,19,1
2022-06-23,HP,Kangra,2022-06-23 17:00:00+05:30,https://twitter.com/nhm_hp,,64103,1248,62749,,2022-06-23 19:55:41.026130,2022-06-23 17:00:00+05:30,https://twitter.com/nhm_hp,,285594,4121,281222,,19,7
2022-06-23,HP,Kinnaur,2022-06-23 17:00:00+05:30,https://twitter.com/nhm_hp,,4464,41,4416,,2022-06-23 19:55:41.026130,2022-06-23 17:00:00+05:30,https://twitter.com/nhm_hp,,285594,4121,281222,,19,0
2022-06-23,HP,Kullu,2022-06-23 17:00:00+05:30,https://twitter.com/nhm_hp,,11981,162,11811,,2022-06-23 19:55:41.026130,2022-06-23 17:00:00+05:30,https://twitter.com/nhm_hp,,285594,4121,281222,,19,2
2022-06-23,HP,Lahaul and Spiti,2022-06-23 17:00:00+05:30,https://twitter.com/nhm_hp,,3178,18,3155,,2022-06-23 19:55:41.026130,2022-06-23 17:00:00+05:30,https://twitter.com/nhm_hp,,285594,4121,281222,,19,0
2022-06-23,HP,Mandi,2022-06-23 17:00:00+05:30,https://twitter.com/nhm_hp,,38909,502,38372,,2022-06-23 19:55:41.026130,2022-06-23 17:00:00+05:30,https://twitter.com/nhm_hp,,285594,4121,281222,,19,0
2022-06-23,HP,Shimla,2022-06-23 17:00:00+05:30,https://twitter.com/nhm_hp,,35812,717,35081,,2022-06-23 19:55:41.026130,2022-06-23 17:00:00+05:30,https://twitter.com/nhm_hp,,285594,4121,281222,,19,4
2022-06-23,HP,Sirmaur,2022-06-23 17:00:00+05:30,https://twitter.com/nhm_hp,,19884,221,19653,,2022-06-23 19:55:41.026130,2022-06-23 17:00:00+05:30,https://twitter.com/nhm_hp,,285594,4121,281222,,19,0
2022-06-23,HP,Solan,2022-06-23 17:00:00+05:30,https://twitter.com/nhm_hp,,30709,336,30348,,2022-06-23 19:55:41.026130,2022-06-23 17:00:00+05:30,https://twitter.com/nhm_hp,,285594,4121,281222,,19,0
2022-06-23,HP,Una,2022-06-23 17:00:00+05:30,https://twitter.com/nhm_hp,,18731,279,18447,,2022-06-23 19:55:41.026130,2022-06-23 17:00:00+05:30,https://twitter.com/nhm_hp,,285594,4121,281222,,19,2
