"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","18","27","70979","0","4904","75877","0"
"Bageshwar","1","1","39819","0","2161","41976","0"
"Chamoli","8","8","51923","0","3368","55289","0"
"Champawat","5","6","65627","0","1993","67617","0"
"Dehradun","227","155","420546","3","38906","459317","35"
"Haridwar","93","79","328105","1","14070","342145","8"
"Nainital","139","94","109286","0","13473","122689","17"
"Pauri Garhwal","18","4","109419","2","5595","115007","2"
"Pithoragarh","2","3","44758","1","2755","47501","0"
"Rudraprayag","7","0","31650","0","3059","34709","0"
"Tehri Garhwal","85","52","50361","0","2623","52977","0"
"US Nagar","231","163","163652","0","9331","172959","12"
"Uttarkashi","12","5","47776","0","1923","49697","0"
"Total","846","597","1533901","7","104161","1637760","74"
