TT|2022-09-27 07:55:10.448576|GetSource|ERR|File Not Found
TT|2022-09-27 09:55:10.643969|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-09-27 09:55:23.303336|ExtractFromHTML|OK|COMPLETED
TT|2022-09-27 11:55:11.176883|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-09-27 11:55:27.628210|ExtractFromHTML|OK|COMPLETED
TT|2022-09-27 19:55:09.522287|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-09-27 19:55:26.803728|ExtractFromHTML|OK|COMPLETED
TT|2022-09-27 20:55:10.889597|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-09-27 20:55:30.165246|ExtractFromHTML|OK|COMPLETED
TT|2022-09-27 21:55:10.707368|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-09-27 21:55:29.518759|ExtractFromHTML|OK|COMPLETED
TT|2022-09-27 22:55:09.995926|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-09-27 22:55:25.667235|ExtractFromHTML|OK|COMPLETED
TT|2022-09-27 23:55:10.031871|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-09-27 23:55:25.776923|ExtractFromHTML|OK|COMPLETED
TT|2022-09-28 07:55:11.332619|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-09-28 09:55:12.635900|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
