"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","20229","19949","13","267"
"2","Chengalpattu","251740","248794","288","2658"
"3","Chennai","788611","777323","2219","9069"
"4","Coimbatore","339622","336529","475","2618"
"5","Cuddalore","75732","74727","110","895"
"6","Dharmapuri","36789","36488","18","283"
"7","Dindigul","38843","38117","61","665"
"8","Erode","135956","135006","216","734"
"9","Kallakurichi","36918","36701","2","215"
"10","Kancheepuram","97885","96559","23","1303"
"11","Kanyakumari","89552","88279","188","1085"
"12","Karur","30208","29804","32","372"
"13","Krishnagiri","61944","61455","117","372"
"14","Madurai","92940","91667","37","1236"
"15","Mayiladuthurai","27318","26935","53","330"
"16","Nagapattinam","25949","25554","20","375"
"17","Namakkal","69638","69021","83","534"
"18","Nilgiris","42781","42526","29","226"
"19","Perambalur","14893","14616","28","249"
"20","Pudukottai","35189","34738","25","426"
"21","Ramanathapuram","24987","24608","11","368"
"22","Ranipet","56209","55380","42","787"
"23","Salem","131233","129328","141","1764"
"24","Sivagangai","25019","24767","33","219"
"25","Tenkasi","33845","33331","24","490"
"26","Thanjavur","93432","92355","36","1041"
"27","Theni","51808","51260","15","533"
"28","Thirupathur","36063","35418","12","633"
"29","Thiruvallur","152999","151022","37","1940"
"30","Thiruvannamalai","68238","67532","21","685"
"31","Thiruvarur","48952","48456","23","473"
"32","Thoothukudi","67084","66611","25","448"
"33","Tirunelveli","65769","65252","72","445"
"34","Tiruppur","131846","130702","92","1052"
"35","Trichy","97815","96589","65","1161"
"36","Vellore","58052","56846","43","1163"
"37","Villupuram","56200","55794","39","367"
"38","Virudhunagar","59241","58646","40","555"
"39","Airport Surveillance 
(International)","1391","1387","3","1"
"40","Airport Surveillance 
(Domestic)","1166","1165","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,74,514","35,31,665","4,811","38,038"
