,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,deltaVaccinated3ForDistrict,cumulativeOtherNumberForDistrict,7DmaOtherForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,0,2021-12-31,OR,228,2,360,61277,62247,187797,1231,1189.0,10.0,1202.0,410600.0,394419.0,1238725.0,Angul,2,0,0,,521,6396,6,5.0,0.0,0.0,,3858.0,39230.0,1271703,,,,43988,398,43571,,835157,577105,2021-12-31 23:56:24.023207,43671000,2021-12-31 23:56:24.023930,,,1054834,8460,1044803,25522415,29253661,20840390,0,0,0,0,0
1,1,1,1,1,2021-12-31,OR,228,2,360,61277,62247,187797,1231,1189.0,10.0,1202.0,410600.0,394419.0,1238725.0,Balangir,1,0,3,,1744,5734,2,5.0,0.0,4.0,,13375.0,45303.0,1648574,,,,23468,127,23325,,1109993,685446,2021-12-31 23:56:24.023207,43671000,2021-12-31 23:56:24.023930,,,1054834,8460,1044803,25522415,29253661,20840390,0,0,0,0,0
2,2,2,2,2,2021-12-31,OR,228,2,360,61277,62247,187797,1231,1189.0,10.0,1202.0,410600.0,394419.0,1238725.0,Balasore,1,0,5,,9458,12515,12,35.0,0.0,11.0,,39873.0,81805.0,2317419,,,,41081,300,40733,,1544852,1045648,2021-12-31 23:56:24.023207,43671000,2021-12-31 23:56:24.023930,,,1054834,8460,1044803,25522415,29253661,20840390,0,0,0,0,0
3,3,3,3,3,2021-12-31,OR,228,2,360,61277,62247,187797,1231,1189.0,10.0,1202.0,410600.0,394419.0,1238725.0,Bargarh,0,0,2,,1448,6900,6,9.0,0.0,3.0,,9226.0,48402.0,1478833,,,,31181,341,30826,,1012701,618339,2021-12-31 23:56:24.023207,43671000,2021-12-31 23:56:24.023930,,,1054834,8460,1044803,25522415,29253661,20840390,0,0,0,0,0
4,4,4,4,4,2021-12-31,OR,228,2,360,61277,62247,187797,1231,1189.0,10.0,1202.0,410600.0,394419.0,1238725.0,Bhadrak,2,0,2,,1301,11174,11,12.0,0.0,16.0,,7666.0,82112.0,1506522,,,,26615,148,26451,,1094783,876705,2021-12-31 23:56:24.023207,43671000,2021-12-31 23:56:24.023930,,,1054834,8460,1044803,25522415,29253661,20840390,0,0,0,0,0
5,5,5,5,5,2021-12-31,OR,228,2,360,61277,62247,187797,1231,1189.0,10.0,1202.0,410600.0,394419.0,1238725.0,Boudh,2,0,0,,424,1438,2,2.0,0.0,0.0,,2964.0,10082.0,439917,,,,12662,112,12547,,289978,200886,2021-12-31 23:56:24.023207,43671000,2021-12-31 23:56:24.023930,,,1054834,8460,1044803,25522415,29253661,20840390,0,0,0,0,0
6,6,6,6,6,2021-12-31,OR,228,2,360,61277,62247,187797,1231,1189.0,10.0,1202.0,410600.0,394419.0,1238725.0,Cuttack,12,0,21,,2887,13992,83,75.0,0.0,107.0,,19917.0,73470.0,2618708,,,,95583,858,94628,,1674460,1100238,2021-12-31 23:56:24.023207,43671000,2021-12-31 23:56:24.023930,,,1054834,8460,1044803,25522415,29253661,20840390,0,0,0,0,0
7,7,7,7,7,2021-12-31,OR,228,2,360,61277,62247,187797,1231,1189.0,10.0,1202.0,410600.0,394419.0,1238725.0,Deogarh,6,0,16,,183,1160,20,15.0,0.0,32.0,,1826.0,10705.0,312164,,,,6683,50,6605,,239619,136118,2021-12-31 23:56:24.023207,43671000,2021-12-31 23:56:24.023930,,,1054834,8460,1044803,25522415,29253661,20840390,0,0,0,0,0
8,8,8,8,8,2021-12-31,OR,228,2,360,61277,62247,187797,1231,1189.0,10.0,1202.0,410600.0,394419.0,1238725.0,Dhenkanal,4,0,5,,1069,5983,15,10.0,0.0,5.0,,7302.0,37252.0,1192948,,,,20043,246,19785,,813777,534967,2021-12-31 23:56:24.023207,43671000,2021-12-31 23:56:24.023930,,,1054834,8460,1044803,25522415,29253661,20840390,0,0,0,0,0
9,9,9,9,9,2021-12-31,OR,228,2,360,61277,62247,187797,1231,1189.0,10.0,1202.0,410600.0,394419.0,1238725.0,Gajapati,3,0,6,,1059,1548,13,15.0,0.0,16.0,,7769.0,11743.0,575880,,,,9759,83,9666,,344112,230856,2021-12-31 23:56:24.023207,43671000,2021-12-31 23:56:24.023930,,,1054834,8460,1044803,25522415,29253661,20840390,0,0,0,0,0
10,10,10,10,10,2021-12-31,OR,228,2,360,61277,62247,187797,1231,1189.0,10.0,1202.0,410600.0,394419.0,1238725.0,Ganjam,5,0,3,,4873,6797,12,14.0,1.0,11.0,,35714.0,42757.0,3520151,,,,33992,483,33482,,2424759,2156302,2021-12-31 23:56:24.023207,43671000,2021-12-31 23:56:24.023930,,,1054834,8460,1044803,25522415,29253661,20840390,0,0,0,0,0
11,11,11,11,11,2021-12-31,OR,228,2,360,61277,62247,187797,1231,1189.0,10.0,1202.0,410600.0,394419.0,1238725.0,Jagatsinghpur,1,0,2,,228,2814,11,14.0,0.0,16.0,,2728.0,32719.0,1136604,,,,28115,319,27781,,763487,518328,2021-12-31 23:56:24.023207,43671000,2021-12-31 23:56:24.023930,,,1054834,8460,1044803,25522415,29253661,20840390,0,0,0,0,0
12,12,12,12,12,2021-12-31,OR,228,2,360,61277,62247,187797,1231,1189.0,10.0,1202.0,410600.0,394419.0,1238725.0,Jajpur,2,0,6,,15102,8136,37,28.0,0.0,25.0,,104757.0,67839.0,1826275,,,,44184,174,43971,,1305121,879350,2021-12-31 23:56:24.023207,43671000,2021-12-31 23:56:24.023930,,,1054834,8460,1044803,25522415,29253661,20840390,0,0,0,0,0
13,13,13,13,13,2021-12-31,OR,228,2,360,61277,62247,187797,1231,1189.0,10.0,1202.0,410600.0,394419.0,1238725.0,Jharsuguda,9,0,4,,1136,3206,5,35.0,0.0,12.0,,5562.0,17156.0,579499,,,,24013,179,23794,,445150,337905,2021-12-31 23:56:24.023207,43671000,2021-12-31 23:56:24.023930,,,1054834,8460,1044803,25522415,29253661,20840390,0,0,0,0,0
14,14,14,14,14,2021-12-31,OR,228,2,360,61277,62247,187797,1231,1189.0,10.0,1202.0,410600.0,394419.0,1238725.0,Kalahandi,0,0,0,,718,7942,6,0.0,0.0,3.0,,4539.0,56459.0,1573054,,,,24342,212,24123,,1030632,659447,2021-12-31 23:56:24.023207,43671000,2021-12-31 23:56:24.023930,,,1054834,8460,1044803,25522415,29253661,20840390,0,0,0,0,0
15,15,15,15,15,2021-12-31,OR,228,2,360,61277,62247,187797,1231,1189.0,10.0,1202.0,410600.0,394419.0,1238725.0,Kandhamal,0,0,0,,296,2862,0,0.0,0.0,0.0,,2187.0,14261.0,731952,,,,11548,83,11465,,521039,316058,2021-12-31 23:56:24.023207,43671000,2021-12-31 23:56:24.023930,,,1054834,8460,1044803,25522415,29253661,20840390,0,0,0,0,0
16,16,16,16,16,2021-12-31,OR,228,2,360,61277,62247,187797,1231,1189.0,10.0,1202.0,410600.0,394419.0,1238725.0,Kendrapara,2,0,6,,577,4824,15,13.0,0.0,12.0,,5108.0,41853.0,1439891,,,,25081,254,24794,,993382,670665,2021-12-31 23:56:24.023207,43671000,2021-12-31 23:56:24.023930,,,1054834,8460,1044803,25522415,29253661,20840390,0,0,0,0,0
