,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,0,0,2021-12-31,ML,10,0,4,0,82,134,0,74,46.0,2.0,54.0,,1610.0,3465.0,0.0,East Garo Hills,0,0,0,,0,0,0,6,0.0,1.0,5.0,,46.0,40.0,0,317618,,,,1918,16,1902,,61194,35931,0,0,2021-12-31T23:56:21.082689+05:30,3224000,,,,84827,1484,83276,,1233759,884896,0,0,0.0,0
1,1,1,1,1,2021-12-31,ML,10,0,4,0,82,134,0,74,46.0,2.0,54.0,,1610.0,3465.0,0.0,East Jaintia Hills,0,0,0,,0,0,0,0,1.0,0.0,0.0,,61.0,219.0,0,122436,,,,2449,32,2414,,69709,50817,0,0,2021-12-31T23:56:21.082689+05:30,3224000,,,,84827,1484,83276,,1233759,884896,0,0,0.0,0
2,2,2,2,2,2021-12-31,ML,10,0,4,0,82,134,0,74,46.0,2.0,54.0,,1610.0,3465.0,0.0,East Khasi Hills,9,0,3,,16,81,0,56,44.0,2.0,46.0,,520.0,1699.0,0,824059,,,,41949,1008,40888,,334952,276893,0,0,2021-12-31T23:56:21.082689+05:30,3224000,,,,84827,1484,83276,,1233759,884896,0,0,0.0,0
3,3,3,3,3,2021-12-31,ML,10,0,4,0,82,134,0,74,46.0,2.0,54.0,,1610.0,3465.0,0.0,North Garo Hills,0,0,0,,0,0,0,0,0.0,0.0,0.0,,46.0,56.0,0,118325,,,,1686,8,1677,,69000,45133,0,0,2021-12-31T23:56:21.082689+05:30,3224000,,,,84827,1484,83276,,1233759,884896,0,0,0.0,0
4,4,4,4,4,2021-12-31,ML,10,0,4,0,82,134,0,74,46.0,2.0,54.0,,1610.0,3465.0,0.0,Ri-Bhoi,0,0,0,,0,0,0,3,,,,,,,0,0,,,,9744,90,9650,,0,0,0,0,2021-12-31T23:56:21.082689+05:30,3224000,,,,84827,1484,83276,,1233759,884896,0,0,,0
5,5,5,5,5,2021-12-31,ML,10,0,4,0,82,134,0,74,46.0,2.0,54.0,,1610.0,3465.0,0.0,South Garo Hills,0,0,0,,0,0,0,0,0.0,0.0,0.0,,0.0,2.0,0,142574,,,,1218,12,1206,,48762,29514,0,0,2021-12-31T23:56:21.082689+05:30,3224000,,,,84827,1484,83276,,1233759,884896,0,0,0.0,0
6,6,6,6,6,2021-12-31,ML,10,0,4,0,82,134,0,74,46.0,2.0,54.0,,1610.0,3465.0,0.0,South West Garo Hills,0,0,0,,0,0,0,0,0.0,0.0,0.0,,19.0,49.0,0,172495,,,,1873,18,1855,,86143,58201,0,0,2021-12-31T23:56:21.082689+05:30,3224000,,,,84827,1484,83276,,1233759,884896,0,0,0.0,0
7,7,7,7,7,2021-12-31,ML,10,0,4,0,82,134,0,74,46.0,2.0,54.0,,1610.0,3465.0,0.0,South West Khasi Hills,0,0,0,,41,7,0,1,0.0,0.0,1.0,,50.0,42.0,0,110152,,,,2550,17,2533,,35945,24766,0,0,2021-12-31T23:56:21.082689+05:30,3224000,,,,84827,1484,83276,,1233759,884896,0,0,0.0,0
8,8,8,8,8,2021-12-31,ML,10,0,4,0,82,134,0,74,46.0,2.0,54.0,,1610.0,3465.0,0.0,West Garo Hills,1,0,1,,3,3,0,6,7.0,0.0,5.0,,57.0,179.0,0,642923,,,,9096,73,9017,,229475,163031,0,0,2021-12-31T23:56:21.082689+05:30,3224000,,,,84827,1484,83276,,1233759,884896,0,0,0.0,0
9,9,9,9,9,2021-12-31,ML,10,0,4,0,82,134,0,74,46.0,2.0,54.0,,1610.0,3465.0,0.0,West Jaintia Hills,0,0,0,,4,3,0,1,0.0,0.0,0.0,,243.0,397.0,0,270352,,,,6824,136,6688,,97958,69955,0,0,2021-12-31T23:56:21.082689+05:30,3224000,,,,84827,1484,83276,,1233759,884896,0,0,0.0,0
10,10,10,10,10,2021-12-31,ML,10,0,4,0,82,134,0,74,46.0,2.0,54.0,,1610.0,3465.0,0.0,West Khasi Hills,0,0,0,,16,33,0,1,0.0,0.0,0.0,,347.0,511.0,0,385601,,,,5520,74,5446,,86270,57659,0,0,2021-12-31T23:56:21.082689+05:30,3224000,,,,84827,1484,83276,,1233759,884896,0,0,0.0,0
