,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForDistrict,cumulativeOtherNumberForState
0,2021-12-31,UP,Lucknow,,,,239094,2651,236291,,2022-09-22T21:51:51.598066+05:30,,,,1711605,22915,1687828,,0,0
1,2021-12-31,UP,Gautam Buddha Nagar,,,,63679,468,63021,,2022-09-22T21:51:51.598066+05:30,,,,1711605,22915,1687828,,0,0
2,2021-12-31,UP,Mathura,,,,20350,402,19917,,2022-09-22T21:51:51.598066+05:30,,,,1711605,22915,1687828,,0,0
3,2021-12-31,UP,Ghaziabad,,,,55840,461,55261,,2022-09-22T21:51:51.598066+05:30,,,,1711605,22915,1687828,,0,0
4,2021-12-31,UP,Bareilly,,,,44053,377,43671,,2022-09-22T21:51:51.598066+05:30,,,,1711605,22915,1687828,,0,0
5,2021-12-31,UP,Varanasi,,,,85537,971,84541,,2022-09-22T21:51:51.598066+05:30,,,,1711605,22915,1687828,,0,0
6,2021-12-31,UP,Ghazipur,,,,21653,283,21369,,2022-09-22T21:51:51.598066+05:30,,,,1711605,22915,1687828,,0,0
7,2021-12-31,UP,Mainpuri,,,,10033,182,9851,,2022-09-22T21:51:51.598066+05:30,,,,1711605,22915,1687828,,0,0
8,2021-12-31,UP,Kanpur Nagar,,,,82961,1905,81040,,2022-09-22T21:51:51.598066+05:30,,,,1711605,22915,1687828,,0,0
9,2021-12-31,UP,Saharanpur,,,,32767,420,32332,,2022-09-22T21:51:51.598066+05:30,,,,1711605,22915,1687828,,0,0
10,2021-12-31,UP,Agra,,,,25800,457,25319,,2022-09-22T21:51:51.598066+05:30,,,,1711605,22915,1687828,,0,0
11,2021-12-31,UP,Gorakhpur,,,,59451,848,58598,,2022-09-22T21:51:51.598066+05:30,,,,1711605,22915,1687828,,0,0
12,2021-12-31,UP,Kanpur Dehat,,,,6203,110,6088,,2022-09-22T21:51:51.598066+05:30,,,,1711605,22915,1687828,,0,0
13,2021-12-31,UP,Kannauj,,,,9231,115,9114,,2022-09-22T21:51:51.598066+05:30,,,,1711605,22915,1687828,,0,0
14,2021-12-31,UP,Rae Bareli,,,,17115,343,16768,,2022-09-22T21:51:51.598066+05:30,,,,1711605,22915,1687828,,0,0
15,2021-12-31,UP,Sambhal,,,,9441,106,9332,,2022-09-22T21:51:51.598066+05:30,,,,1711605,22915,1687828,,0,0
16,2021-12-31,UP,Siddharthnagar,,,,9375,100,9275,,2022-09-22T21:51:51.598066+05:30,,,,1711605,22915,1687828,,0,0
17,2021-12-31,UP,Sonbhadra,,,,16819,251,16560,,2022-09-22T21:51:51.598066+05:30,,,,1711605,22915,1687828,,0,0
18,2021-12-31,UP,Aligarh,,,,21296,109,21177,,2022-09-22T21:51:51.598066+05:30,,,,1711605,22915,1687828,,0,0
19,2021-12-31,UP,Ambedkar Nagar,,,,5040,152,4888,,2022-09-22T21:51:51.598066+05:30,,,,1711605,22915,1687828,,0,0
20,2021-12-31,UP,Amethi,,,,9975,143,9830,,2022-09-22T21:51:51.598066+05:30,,,,1711605,22915,1687828,,0,0
21,2021-12-31,UP,Budaun,,,,14944,98,14844,,2022-09-22T21:51:51.598066+05:30,,,,1711605,22915,1687828,,0,0
22,2021-12-31,UP,Ballia,,,,21611,234,21376,,2022-09-22T21:51:51.598066+05:30,,,,1711605,22915,1687828,,0,0
