"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","16938","16662","12","264"
"2","Chengalpattu","174653","171543","567","2543"
"3","Chennai","559955","549974","1343","8638"
"4","Coimbatore","252026","248393","1140","2493"
"5","Cuddalore","64498","63554","70","874"
"6","Dharmapuri","28925","28574","72","279"
"7","Dindigul","33295","32602","41","652"
"8","Erode","107151","105864","582","705"
"9","Kallakurichi","31587","31357","20","210"
"10","Kancheepuram","75902","74430","207","1265"
"11","Kanyakumari","62966","61775","131","1060"
"12","Karur","24837","24314","159","364"
"13","Krishnagiri","44011","43527","128","356"
"14","Madurai","75614","74364","64","1186"
"15","Mayiladuthurai","23412","23066","27","319"
"16","Nagapattinam","21408","21001","49","358"
"17","Namakkal","54179","53212","451","516"
"18","Nilgiris","34325","33946","161","218"
"19","Perambalur","12121","11863","13","245"
"20","Pudukottai","30368","29919","28","421"
"21","Ramanathapuram","20653","20276","18","359"
"22","Ranipet","43648","42812","58","778"
"23","Salem","102036","99857","458","1721"
"24","Sivagangai","20463","20203","50","210"
"25","Tenkasi","27407","26906","15","486"
"26","Thanjavur","76305","75164","139","1002"
"27","Theni","43615","43087","7","521"
"28","Thirupathur","29437","28774","36","627"
"29","Thiruvallur","120582","118468","258","1856"
"30","Thiruvannamalai","55289","54545","71","673"
"31","Thiruvarur","41976","41437","78","461"
"32","Thoothukudi","56540","56099","29","412"
"33","Tirunelveli","49722","49237","51","434"
"34","Tiruppur","98011","96420","583","1008"
"35","Trichy","78723","77439","192","1092"
"36","Vellore","50359","49095","123","1141"
"37","Villupuram","46063","45675","30","358"
"38","Virudhunagar","46415","45854","12","549"
"39","Airport Surveillance 
(International)","1034","1030","3","1"
"40","Airport Surveillance 
(Domestic)","1085","1084","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","27,37,962","26,93,830","7,476","36,656"
