TT|2022-04-07 07:55:10.385189|GetSource|ERR|File Not Found
TT|2022-04-07 09:55:09.552880|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-04-07 09:55:28.815384|ExtractFromHTML|OK|COMPLETED
TT|2022-04-07 11:55:10.612129|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-04-07 11:55:29.107548|ExtractFromHTML|OK|COMPLETED
TT|2022-04-07 19:55:10.373798|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-04-07 19:57:41.743230|ExtractFromHTML|OK|COMPLETED
TT|2022-04-07 20:55:09.577156|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-04-07 20:57:12.833819|ExtractFromHTML|OK|COMPLETED
TT|2022-04-07 21:55:10.597551|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-04-07 21:57:42.503734|ExtractFromHTML|OK|COMPLETED
TT|2022-04-07 22:55:10.069864|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-04-07 22:55:48.589671|ExtractFromHTML|OK|COMPLETED
TT|2022-04-07 23:55:10.483167|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-04-07 23:55:32.131076|ExtractFromHTML|OK|COMPLETED
TT|2022-04-08 07:55:10.819876|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-04-08 09:55:09.668723|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
