"","","","","","","","","","",""
"","","","","","","","","","",""
"","Districtwise Abstract of COVID-19","","","","","","","","",""
"","Sl. 
No","District Name","Today’s 
Positives","Total 
Positives","Today’s 
Discharges","Total 
Discharges","Total 
Active 
Cases","Today’s 
Reported 
Covid 
Deaths","Total 
Covid 
Deaths","Death 
due to 
 Non-
Covid 
reasons 
#"
"","1","Bagalakote","3","41067","15","40646","53","0","368","0"
"","2","Ballari","38","116623","34","114475","373","0","1773","2"
"","3","Belagavi","33","101295","26","100071","216","0","1006","2"
"","4","Bengaluru Rural","1","79961","0","78893","160","0","908","0"
"","5","Bengaluru urban","870","1852818","1198","1828888","6951","0","16978","1"
"","6","Bidar","1","30005","5","29575","6","0","420","4"
"","7","Chamarajanagara","10","43945","24","43314","96","0","524","11"
"","8","Chikkaballapura","2","55863","13","55332","68","0","462","1"
"","9","Chikkamagaluru","42","57498","10","57027","64","0","407","0"
"","10","Chitradurga","4","46471","0","46202","30","0","239","0"
"","11","Dakshina 
Kannada","10","136445","9","134512","76","0","1847","10"
"","12","Davanagere","3","57942","37","57199","118","0","625","0"
"","13","Dharwada","8","85630","12","84035","194","0","1394","7"
"","14","Gadag","4","30669","4","30321","10","0","338","0"
"","15","Hassana","3","144675","68","143176","190","0","1307","2"
"","16","Haveri","0","27054","12","26325","59","0","670","0"
"","17","Kalaburagi","17","77217","32","76153","179","0","885","0"
"","18","Kodagu","12","49734","0","49245","136","0","352","1"
"","19","Kolara","18","63602","7","62846","90","0","666","0"
"","20","Koppala","2","41483","18","40899","42","0","542","0"
"","21  Mandya","","20","102004","34","101203","90","0","711","0"
"","22  Mysuru","","60","231551","42","228469","521","0","2561","0"
"","23","Raichuru","19","45898","24","45364","165","0","369","0"
"","24","Ramanagara","11","30032","15","29567","118","0","347","0"
"","25","Shivamogga","5","83825","0","82501","192","0","1131","1"
"","26","Tumakuru","1","160443","10","159115","108","0","1220","0"
"","27","Udupi","5","95977","0","95389","41","0","547","0"
"","28","Uttara Kannada","3","71594","4","70699","82","0","813","0"
"","29","Vijayapura","0","41131","0","40582","27","0","522","0"
"","30","Yadagiri","1","30001","0","29769","20","0","212","0"
"","31","Others*","0","36","0","33","0","0","3","0"
"","Total","","1206","4032489","1653","3981825","10475","0","40147","42"
"*
   
Others include Cases of other States and International Quarantined Passengers. 
#Cumulative total of Non COVID deaths reported till today.  
 
Date: 15-08-2022 
Page 5 of 9","","","","","","","","","",""
