Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForState,cumulativeOtherNumberForDistrict
2022-09-01,HP,Bilaspur,2022-09-01 17:00:00+05:30,https://twitter.com/nhm_hp,,19845,97,19687,,2022-09-01 19:55:39.993868,2022-09-01 17:00:00+05:30,https://twitter.com/nhm_hp,,311104,4182,306078,,20,1
2022-09-01,HP,Chamba,2022-09-01 17:00:00+05:30,https://twitter.com/nhm_hp,,18144,179,17948,,2022-09-01 19:55:39.993868,2022-09-01 17:00:00+05:30,https://twitter.com/nhm_hp,,311104,4182,306078,,20,2
2022-09-01,HP,Hamirpur,2022-09-01 17:00:00+05:30,https://twitter.com/nhm_hp,,25591,333,25182,,2022-09-01 19:55:39.993868,2022-09-01 17:00:00+05:30,https://twitter.com/nhm_hp,,311104,4182,306078,,20,1
2022-09-01,HP,Kangra,2022-09-01 17:00:00+05:30,https://twitter.com/nhm_hp,,70309,1264,68825,,2022-09-01 19:55:39.993868,2022-09-01 17:00:00+05:30,https://twitter.com/nhm_hp,,311104,4182,306078,,20,7
2022-09-01,HP,Kinnaur,2022-09-01 17:00:00+05:30,https://twitter.com/nhm_hp,,5061,41,4985,,2022-09-01 19:55:39.993868,2022-09-01 17:00:00+05:30,https://twitter.com/nhm_hp,,311104,4182,306078,,20,1
2022-09-01,HP,Kullu,2022-09-01 17:00:00+05:30,https://twitter.com/nhm_hp,,13196,164,12982,,2022-09-01 19:55:39.993868,2022-09-01 17:00:00+05:30,https://twitter.com/nhm_hp,,311104,4182,306078,,20,2
2022-09-01,HP,Lahaul and Spiti,2022-09-01 17:00:00+05:30,https://twitter.com/nhm_hp,,3496,18,3459,,2022-09-01 19:55:39.993868,2022-09-01 17:00:00+05:30,https://twitter.com/nhm_hp,,311104,4182,306078,,20,1
2022-09-01,HP,Mandi,2022-09-01 17:00:00+05:30,https://twitter.com/nhm_hp,,42846,512,42226,,2022-09-01 19:55:39.993868,2022-09-01 17:00:00+05:30,https://twitter.com/nhm_hp,,311104,4182,306078,,20,7
2022-09-01,HP,Shimla,2022-09-01 17:00:00+05:30,https://twitter.com/nhm_hp,,39767,727,38922,,2022-09-01 19:55:39.993868,2022-09-01 17:00:00+05:30,https://twitter.com/nhm_hp,,311104,4182,306078,,20,1
2022-09-01,HP,Sirmaur,2022-09-01 17:00:00+05:30,https://twitter.com/nhm_hp,,21157,226,20872,,2022-09-01 19:55:39.993868,2022-09-01 17:00:00+05:30,https://twitter.com/nhm_hp,,311104,4182,306078,,20,2
2022-09-01,HP,Solan,2022-09-01 17:00:00+05:30,https://twitter.com/nhm_hp,,31908,338,31522,,2022-09-01 19:55:39.993868,2022-09-01 17:00:00+05:30,https://twitter.com/nhm_hp,,311104,4182,306078,,20,1
2022-09-01,HP,Una,2022-09-01 17:00:00+05:30,https://twitter.com/nhm_hp,,19784,283,19468,,2022-09-01 19:55:39.993868,2022-09-01 17:00:00+05:30,https://twitter.com/nhm_hp,,311104,4182,306078,,20,7
