"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
Persons 
Hospitalized"
"East Garo Hills","0","0","0","2083","20","3","0"
"East Jaintia Hills","0","0","0","2676","39","3","0"
"East Khasi Hills","0","4","0","47847","1079","23","17"
"Eastern West Khasi Hills","0","0","0","161","9","1","0"
"North Garo Hills","0","0","0","1918","10","0","0"
"Ri-Bhoi","4","1","0","10575","101","15","3"
"South Garo Hills","0","1","0","1441","16","1","1"
"South West Garo Hills","0","0","0","2260","21","4","0"
"South West Khasi Hills","0","0","0","2720","20","3","0"
"West Garo Hills","0","4","0","11822","84","26","1"
"West Jaintia Hills","0","1","1","7323","142","1","0"
"West Khasi Hills","0","0","0","5670","78","0","0"
"Total","4","11","1","96496","1619","80","22"
