"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","0","4","70792","0","4902","75688","0"
"Bageshwar","0","1","39725","0","2161","41882","0"
"Chamoli","0","0","51828","0","3366","55192","0"
"Champawat","0","1","65549","0","1993","67539","0"
"Dehradun","92","151","417855","2","38856","456576","8"
"Haridwar","15","16","327159","0","14060","341189","0"
"Nainital","15","11","107963","1","13454","121347","0"
"Pauri Garhwal","20","28","108900","0","5592","114485","0"
"Pithoragarh","3","3","44701","0","2753","47442","0"
"Rudraprayag","0","2","31533","0","3058","34591","0"
"Tehri Garhwal","23","154","49483","0","2623","52099","0"
"US Nagar","1","6","161712","0","9323","171011","0"
"Uttarkashi","0","0","47486","0","1917","49401","0"
"Total","169","377","1524686","3","104058","1628442","8"
