Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForState,cumulativeOtherNumberForDistrict
2022-05-09,HP,Bilaspur,2022-05-09 17:00:00+05:30,https://twitter.com/nhm_hp,,18235,95,18139,,2022-05-09 19:55:59.843628,2022-05-09 17:00:00+05:30,https://twitter.com/nhm_hp,,284874,4115,280689,,19,1
2022-05-09,HP,Chamba,2022-05-09 17:00:00+05:30,https://twitter.com/nhm_hp,,16123,171,15943,,2022-05-09 19:55:59.843651,2022-05-09 17:00:00+05:30,https://twitter.com/nhm_hp,,284874,4115,280689,,19,2
2022-05-09,HP,Hamirpur,2022-05-09 17:00:00+05:30,https://twitter.com/nhm_hp,,23342,329,23008,,2022-05-09 19:55:59.843653,2022-05-09 17:00:00+05:30,https://twitter.com/nhm_hp,,284874,4115,280689,,19,1
2022-05-09,HP,Kangra,2022-05-09 17:00:00+05:30,https://twitter.com/nhm_hp,,63813,1246,62547,,2022-05-09 19:55:59.843654,2022-05-09 17:00:00+05:30,https://twitter.com/nhm_hp,,284874,4115,280689,,19,7
2022-05-09,HP,Kinnaur,2022-05-09 17:00:00+05:30,https://twitter.com/nhm_hp,,4451,41,4408,,2022-05-09 19:55:59.843656,2022-05-09 17:00:00+05:30,https://twitter.com/nhm_hp,,284874,4115,280689,,19,0
2022-05-09,HP,Kullu,2022-05-09 17:00:00+05:30,https://twitter.com/nhm_hp,,11967,162,11802,,2022-05-09 19:55:59.843657,2022-05-09 17:00:00+05:30,https://twitter.com/nhm_hp,,284874,4115,280689,,19,2
2022-05-09,HP,Lahaul and Spiti,2022-05-09 17:00:00+05:30,https://twitter.com/nhm_hp,,3160,18,3141,,2022-05-09 19:55:59.843658,2022-05-09 17:00:00+05:30,https://twitter.com/nhm_hp,,284874,4115,280689,,19,0
2022-05-09,HP,Mandi,2022-05-09 17:00:00+05:30,https://twitter.com/nhm_hp,,38842,502,38335,,2022-05-09 19:55:59.843660,2022-05-09 17:00:00+05:30,https://twitter.com/nhm_hp,,284874,4115,280689,,19,0
2022-05-09,HP,Shimla,2022-05-09 17:00:00+05:30,https://twitter.com/nhm_hp,,35732,716,35003,,2022-05-09 19:55:59.843663,2022-05-09 17:00:00+05:30,https://twitter.com/nhm_hp,,284874,4115,280689,,19,4
2022-05-09,HP,Sirmaur,2022-05-09 17:00:00+05:30,https://twitter.com/nhm_hp,,19865,221,19641,,2022-05-09 19:55:59.843665,2022-05-09 17:00:00+05:30,https://twitter.com/nhm_hp,,284874,4115,280689,,19,0
2022-05-09,HP,Solan,2022-05-09 17:00:00+05:30,https://twitter.com/nhm_hp,,30633,335,30295,,2022-05-09 19:55:59.843667,2022-05-09 17:00:00+05:30,https://twitter.com/nhm_hp,,284874,4115,280689,,19,0
2022-05-09,HP,Una,2022-05-09 17:00:00+05:30,https://twitter.com/nhm_hp,,18711,279,18427,,2022-05-09 19:55:59.843668,2022-05-09 17:00:00+05:30,https://twitter.com/nhm_hp,,284874,4115,280689,,19,2
