District,Recovered,Deceased,Active
लखनऊ,296429,2694,944
गौतम बिु नगर,103707,491,573
गाज़ियाबाद,87001,474,255
लखीमपरु-खीरी,30112,300,103
िाराणसी,98017,988,102
झ सी,44181,675,101
गोरखपरु,66148,866,99
मरेठ,88294,932,58
प्रय गर ज,87627,1123,49
अयोध्य,18758,293,42
बलुदंशहर,26514,254,41
र य बरेली,21478,348,40
अमरोह,19298,208,37
कानपरु नगर,91833,1923,37
सहारनपरु,38468,428,36
देवररय,22468,230,33
बरेली,50164,377,28
हरदोई,17453,375,28
जौनपरु,24535,244,27
मरुादाबाद,46153,369,27
औरैय्य,10871,211,26
बस्ती,12837,337,23
कन्नौज,10916,126,22
पीलीभीत,12803,207,22
सोनभद्र,18710,257,21
अलीगढ,25610,113,20
बागपत,11099,144,19
ब र बकंी,23795,227,18
चदंौली,17677,381,18
मथरु,25755,406,18
आजमगढ़,19494,237,17
श हजह ंपरु,24481,446,17
मनैपरुी,11556,189,15
सलु्त नपरु,16914,144,15
आगरा,36083,465,14
अम्बडेकर नगर,5995,168,14
गाजीपरु,23909,296,14
फरु्रख ब द,11889,197,13
गोंड,14203,285,13
सभंल,11061,109,13
सीत परु,15811,189,13
कुशीनगर,16253,235,12
इट व,15796,297,11
