"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
persons 
hospitalised"
"East Garo Hills","0","1","0","2027","16","2","0"
"East Jaintia Hills","1","0","1","2595","36","11","0"
"East Khasi Hills","11","8","1","46988","1068","75","27"
"Eastern West Khasi Hills","0","1","0","137","6","9","0"
"North Garo Hills","3","2","0","1855","9","17","0"
"Ri-Bhoi","2","2","0","10262","96","24","1"
"South Garo Hills","0","0","0","1332","12","1","0"
"South West Garo Hills","0","2","0","2081","20","12","1"
"South West Khasi Hills","2","3","0","2682","19","4","0"
"West Garo Hills","2","10","0","10676","79","24","1"
"West Jaintia Hills","4","3","0","7149","139","24","1"
"West Khasi Hills","1","2","0","5629","75","8","0"
"Total","26","34","2","93413","1575","211","31"
