Date,State/UTCode,District,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinatedNumberForDistrict,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForState
2021-10-02,UT,Almora,12173,196,11362,84443.0,374983,182732,557715,343555,7395,329910,7424435.0,7373069,3186572,10559641
2021-10-02,UT,Bageshwar,5763,60,5677,55626.0,181863,106659,288522,343555,7395,329910,7424435.0,7373069,3186572,10559641
2021-10-02,UT,Chamoli,12233,62,11956,90390.0,270371,160265,430636,343555,7395,329910,7424435.0,7373069,3186572,10559641
2021-10-02,UT,Champawat,7587,53,7356,95068.0,180967,95679,276646,343555,7395,329910,7424435.0,7373069,3186572,10559641
2021-10-02,UT,Dehradun,112227,3519,108034,401496.0,1442484,681814,2124298,343555,7395,329910,7424435.0,7373069,3186572,10559641
2021-10-02,UT,Haridwar,51466,1017,49069,369542.0,1436736,473107,1909843,343555,7395,329910,7424435.0,7373069,3186572,10559641
2021-10-02,UT,Nainital,39175,944,38090,204422.0,712968,348073,1061041,343555,7395,329910,7424435.0,7373069,3186572,10559641
2021-10-02,UT,Pauri Garhwal,17665,315,16646,138878.0,423430,196815,620245,343555,7395,329910,7424435.0,7373069,3186572,10559641
2021-10-02,UT,Pithoragarh,10237,180,9941,72686.0,313381,149936,463317,343555,7395,329910,7424435.0,7373069,3186572,10559641
2021-10-02,UT,Rudraprayag,8785,106,8526,52378.0,169055,90587,259642,343555,7395,329910,7424435.0,7373069,3186572,10559641
2021-10-02,UT,Tehri Garhwal,15833,108,14826,105111.0,372858,170112,542970,343555,7395,329910,7424435.0,7373069,3186572,10559641
2021-10-02,UT,Udham Singh Nagar,37873,761,36307,337292.0,1262733,399907,1662640,343555,7395,329910,7424435.0,7373069,3186572,10559641
2021-10-02,UT,Uttarkashi,12538,74,12120,120026.0,231240,130886,362126,343555,7395,329910,7424435.0,7373069,3186572,10559641
