,Unnamed: 0,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState
0,0,2021-11-10,DL,Central Delhi,,,,,,,,2021-11-11 05:41:12.415731,,,,1440230,25091,1414751,29872449
1,1,2021-11-10,DL,East Delhi,,,,,,,,2021-11-11 05:41:12.415731,,,,1440230,25091,1414751,29872449
2,2,2021-11-10,DL,New Delhi,,,,,,,,2021-11-11 05:41:12.415731,,,,1440230,25091,1414751,29872449
3,3,2021-11-10,DL,North Delhi,,,,,,,,2021-11-11 05:41:12.415731,,,,1440230,25091,1414751,29872449
4,4,2021-11-10,DL,North East Delhi,,,,,,,,2021-11-11 05:41:12.415731,,,,1440230,25091,1414751,29872449
5,5,2021-11-10,DL,North West Delhi,,,,,,,,2021-11-11 05:41:12.415731,,,,1440230,25091,1414751,29872449
6,6,2021-11-10,DL,Shahdara,,,,,,,,2021-11-11 05:41:12.415731,,,,1440230,25091,1414751,29872449
7,7,2021-11-10,DL,South Delhi,,,,,,,,2021-11-11 05:41:12.415731,,,,1440230,25091,1414751,29872449
8,8,2021-11-10,DL,South East Delhi,,,,,,,,2021-11-11 05:41:12.415731,,,,1440230,25091,1414751,29872449
9,9,2021-11-10,DL,South West Delhi,,,,,,,,2021-11-11 05:41:12.415731,,,,1440230,25091,1414751,29872449
10,10,2021-11-10,DL,West Delhi,,,,,,,,2021-11-11 05:41:12.415731,,,,1440230,25091,1414751,29872449
11,11,2021-11-10,DL,Unknown,,,,1440230.0,25091.0,1414751.0,,2021-11-11 05:41:12.415731,,,,1440230,25091,1414751,29872449
