"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","19999","19689","43","267"
"2","Chengalpattu","245849","240540","2651","2658"
"3","Chennai","775696","760679","5948","9069"
"4","Coimbatore","333336","329759","960","2617"
"5","Cuddalore","74645","73609","141","895"
"6","Dharmapuri","36347","36007","57","283"
"7","Dindigul","37777","36963","149","665"
"8","Erode","133371","132384","253","734"
"9","Kallakurichi","36719","36440","64","215"
"10","Kancheepuram","96499","94702","495","1302"
"11","Kanyakumari","87997","86495","417","1085"
"12","Karur","29892","29477","43","372"
"13","Krishnagiri","60034","59531","133","370"
"14","Madurai","91936","90472","228","1236"
"15","Mayiladuthurai","26678","26269","79","330"
"16","Nagapattinam","25613","25155","83","375"
"17","Namakkal","68450","67736","180","534"
"18","Nilgiris","42434","42134","74","226"
"19","Perambalur","14756","14422","85","249"
"20","Pudukottai","34722","34187","109","426"
"21","Ramanathapuram","24854","24402","84","368"
"22","Ranipet","54773","53673","313","787"
"23","Salem","128446","126222","462","1762"
"24","Sivagangai","24323","23947","157","219"
"25","Tenkasi","33262","32568","204","490"
"26","Thanjavur","92583","91374","169","1040"
"27","Theni","50958","50297","128","533"
"28","Thirupathur","35823","35167","23","633"
"29","Thiruvallur","150947","147994","1013","1940"
"30","Thiruvannamalai","67356","66479","192","685"
"31","Thiruvarur","48277","47683","121","473"
"32","Thoothukudi","66237","65404","385","448"
"33","Tirunelveli","64359","63439","475","445"
"34","Tiruppur","130436","129195","189","1052"
"35","Trichy","96515","94988","366","1161"
"36","Vellore","57623","56377","83","1163"
"37","Villupuram","55201","54571","264","366"
"38","Virudhunagar","57797","56844","399","554"
"39","Airport Surveillance 
(International)","1368","1363","4","1"
"40","Airport Surveillance 
(Domestic)","1145","1139","5","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,15,461","34,60,204","17,228","38,029"
