"COVID-19 DISTRICT WISE STATUS, MEGHALAYA","","","","","","",""
"District Name","Active 
Cases","New 
Cases","New 
Recoveries","New 
Deaths","Total Cases","Total 
Recoveries","Total 
Deaths"
"East Garo Hills","13","0","0","0","1933","1904","16"
"East Jaintia Hills","39","3","0","0","2496","2425","32"
"East Khasi Hills","1377","304","143","1","44419","42024","1018"
"Eastern West Khasi Hills","18","3","4","0","24","4","2"
"North Garo Hills","12","1","0","0","1699","1679","8"
"Ri-Bhoi","125","16","14","0","9914","9699","90"
"South Garo Hills","17","2","0","0","1238","1209","12"
"South West Garo Hills","15","0","0","0","1888","1855","18"
"South West Khasi Hills","16","1","1","0","2570","2537","17"
"West Garo Hills","277","56","22","0","9506","9156","73"
"West Jaintia Hills","63","14","0","0","6902","6703","136"
"West Khasi Hills","30","6","1","0","5552","5448","74"
"Total","2002","406","185","1","88141","84643","1496"
