Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState
2021-12-19,AP,Anantapur,,,,158195,1093,157054,,2021-12-20 09:55:23.370556,2021-12-20 09:55:23.371089,,,2075804,14479,2059728,30990296
2021-12-19,AP,Chittoor,,,,248529,1959,246280,,2021-12-20 09:55:23.370556,2021-12-20 09:55:23.371089,,,2075804,14479,2059728,30990296
2021-12-19,AP,East Godavari,,,,295008,1290,293412,,2021-12-20 09:55:23.370556,2021-12-20 09:55:23.371089,,,2075804,14479,2059728,30990296
2021-12-19,AP,Guntur,,,,179176,1255,177785,,2021-12-20 09:55:23.370556,2021-12-20 09:55:23.371089,,,2075804,14479,2059728,30990296
2021-12-19,AP,Y.S.R. Kadapa,,,,115938,644,115266,,2021-12-20 09:55:23.370556,2021-12-20 09:55:23.371089,,,2075804,14479,2059728,30990296
2021-12-19,AP,Krishna,,,,120595,1474,118953,,2021-12-20 09:55:23.370556,2021-12-20 09:55:23.371089,,,2075804,14479,2059728,30990296
2021-12-19,AP,Kurnool,,,,124214,854,123354,,2021-12-20 09:55:23.370556,2021-12-20 09:55:23.371089,,,2075804,14479,2059728,30990296
2021-12-19,AP,S.P.S. Nellore,,,,147025,1056,145837,,2021-12-20 09:55:23.370556,2021-12-20 09:55:23.371089,,,2075804,14479,2059728,30990296
2021-12-19,AP,Prakasam,,,,138782,1130,137598,,2021-12-20 09:55:23.370556,2021-12-20 09:55:23.371089,,,2075804,14479,2059728,30990296
2021-12-19,AP,Srikakulam,,,,123645,791,122744,,2021-12-20 09:55:23.370556,2021-12-20 09:55:23.371089,,,2075804,14479,2059728,30990296
2021-12-19,AP,Visakhapatnam,,,,158747,1138,157463,,2021-12-20 09:55:23.370556,2021-12-20 09:55:23.371089,,,2075804,14479,2059728,30990296
2021-12-19,AP,Vizianagaram,,,,83110,673,82411,,2021-12-20 09:55:23.370556,2021-12-20 09:55:23.371089,,,2075804,14479,2059728,30990296
2021-12-19,AP,West Godavari,,,,179945,1122,178676,,2021-12-20 09:55:23.370556,2021-12-20 09:55:23.371089,,,2075804,14479,2059728,30990296
2021-12-19,AP,Other States,,,,2461,0,2461,,2021-12-20 09:55:23.370556,2021-12-20 09:55:23.371089,,,2075804,14479,2059728,30990296
2021-12-19,AP,Other Countries,,,,434,0,434,,2021-12-20 09:55:23.370556,2021-12-20 09:55:23.371089,,,2075804,14479,2059728,30990296
