,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForState,cumulativeOtherNumberForDistrict
0,2022-08-01,LA,Kargil,,,,,,,,2022-08-02 11:46:48.548367,,,,28900,228,28574,704120,0,0
1,2022-08-01,LA,Leh,,,,,,,,2022-08-02 11:46:48.548367,,,,28900,228,28574,704120,0,0
2,2022-08-01,LA,Unknown,,,,13,0,34,,2022-08-02 11:46:48.548367,,,,28900,228,28574,704120,0,0
