"COVID-19 DISTRICT WISE STATUS, MEGHALAYA","","","","","","",""
"District Name","Active 
Cases","New 
Cases","New 
Recoveries","New 
Deaths","Total Cases","Total 
Recoveries","Total 
Deaths"
"East Garo Hills","6","2","0","0","1902","1882","14"
"East Jaintia Hills","2","0","0","0","2442","2408","32"
"East Khasi Hills","251","26","24","0","41700","40449","1000"
"North Garo Hills","0","0","0","0","1685","1677","8"
"Ri-Bhoi","9","1","1","0","9731","9632","90"
"South Garo Hills","0","0","0","0","1217","1205","12"
"South West Garo Hills","0","0","0","0","1873","1855","18"
"South West Khasi Hills","0","0","0","0","2549","2532","17"
"West Garo Hills","8","0","1","0","9078","8997","73"
"West Jaintia Hills","9","0","0","0","6820","6676","135"
"West Khasi Hills","13","1","0","0","5513","5426","74"
"Total","298","30","26","0","84510","82739","1473"
