District,Recovered,Deceased,Active
लखनऊ,294650,2694,199
गौतम बिु नगर,102024,490,144
गाज़ियाबाद,86129,473,65
िाराणसी,97728,988,56
हरदोई,17317,373,34
झ सी,44004,675,25
कानपरु नगर,91644,1923,25
मह र जगजं,14760,146,25
हमीरपरु,6200,102,23
फतहेपरु,8352,141,21
बलुदंशहर,26406,254,19
लखीमपरु-खीरी,30040,300,18
प्रय गर ज,87510,1119,17
अमरोह,19298,208,16
मनैपरुी,11509,189,16
र य बरेली,21390,348,16
श हजह ंपरु,24418,447,15
गोरखपरु,65991,866,14
जौनपरु,24406,244,14
ब र बकंी,23723,227,12
कन्नौज,10861,126,12
इट व,15786,297,10
लललतपरु,14895,134,10
सलु्त नपरु,16887,144,10
उन्न व,16940,257,10
क्रिरोजाबाद,10605,136,9
अलीगढ,25514,113,8
बस्ती,12809,337,8
फरु्रख ब द,11883,197,8
ज लौन,13895,209,8
मरेठ,88215,932,8
मथरु,25648,406,6
सभंल,11032,109,6
अम्बडेकर नगर,5970,167,5
ब द,12146,169,5
गाजीपरु,23879,295,5
श्र वस्ती,5239,42,5
आगरा,35993,465,4
औरैय्य,10816,211,4
आजमगढ़,19461,235,4
चदंौली,17569,380,4
अयोध्य,18697,293,3
भदोही,8489,166,3
